mid_date, v [m/yr], satellite, dt (days)
2018-05-28,12078, Sentinel 1,6
2019-06-21,10025, Sentinel 1,6
2020-06-16,11724, Sentinel 1,6
2019-06-22,9732, Sentinel 1,6
2021-08-09,11454, Sentinel 1,6
2017-08-07,10427, Sentinel 1,6
2021-07-23,11840, Sentinel 2,5
2020-08-09,12620, Sentinel 2,10
2021-08-04,12047, Sentinel 2,5
2020-07-17,12344, Sentinel 2,10
2019-06-03,10233, Sentinel 2,10
2021-07-18,12233, Sentinel 2,5
2020-06-21,11585, Sentinel 1,6
2019-06-03,9541, Sentinel 1,6
2021-08-03,11507, Sentinel 1,6
2017-06-23,11651, Sentinel 2,10
2022-03-12,11945, Sentinel 2,10
2020-06-10,11676, Sentinel 1,6
2022-05-08,12076, Sentinel 2,10
2018-09-06,11723, Sentinel 1,6
2019-07-15,9468, Sentinel 1,6
2022-06-03,11443, Sentinel 2,5
2017-06-14,10257, Sentinel 1,6
2022-07-05,10789, Sentinel 2,5
2021-08-01,12155, Sentinel 2,10
2018-05-27,11951, Sentinel 1,6
2019-05-16,10124, Sentinel 1,6
2017-08-06,10226, Sentinel 1,6
2017-06-13,11322, Sentinel 2,10
2021-07-28,12238, Sentinel 2,5
2016-06-05,7095, Sentinel 1,12
2019-06-13,10313, Sentinel 2,10
2021-04-26,11920, Sentinel 2,10
2020-08-04,12434, Sentinel 2,5
2020-06-20,12358, Sentinel 2,10
2019-04-16,10627, Sentinel 1,6
2021-09-26,12622, Sentinel 2,5
2016-10-23,7560, Sentinel 1,6
2019-04-22,10576, Sentinel 1,6
2022-08-06,10736, Sentinel 2,10
2019-05-23,10370, Sentinel 1,6
2019-07-10,9918, Sentinel 1,6
2019-10-02,9239, Sentinel 1,6
2021-06-13,11423, Sentinel 2,5
2022-05-29,11347, Sentinel 2,5
2022-07-30,10794, Sentinel 2,5
2019-11-01,10180, Sentinel 2,5
2017-08-31,10189, Sentinel 1,6
2017-10-19,12104, Sentinel 2,10
2017-07-06,11394, Sentinel 2,10
2022-05-06,11766, Sentinel 2,5
2016-05-24,7820, Sentinel 1,12
2021-05-30,11424, Sentinel 1,6
2022-07-25,11216, Sentinel 2,5
2021-04-08,11664, Sentinel 2,10
2019-11-08,10578, Sentinel 2,10
2019-04-29,10337, Sentinel 1,6
2021-06-28,10947, Sentinel 1,6
2021-06-22,11024, Sentinel 1,6
2022-10-11,9095, Sentinel 2,5
2019-08-30,9108, Sentinel 2,5
2018-05-21,11975, Sentinel 1,6
2018-09-07,11402, Sentinel 1,6
2017-07-02,10596, Sentinel 1,6
2021-08-04,11669, Sentinel 1,6
2021-04-29,11422, Sentinel 1,6
2022-10-03,9257, Sentinel 2,10
2022-10-28,8199, Sentinel 2,10
2021-07-28,11697, Sentinel 1,6
2022-07-27,11066, Sentinel 2,10
2020-08-26,12063, Sentinel 1,6
2018-08-20,11793, Sentinel 1,6
2017-08-01,9984, Sentinel 1,6
2018-07-09,12104, Sentinel 2,5
2021-08-16,12557, Sentinel 1,6
2022-04-06,12002, Sentinel 2,5
2016-04-18,7966, Sentinel 1,12
2021-05-18,11408, Sentinel 1,6
2022-09-06,9833, Sentinel 2,5
2019-07-18,9416, Sentinel 1,12
2020-06-04,11623, Sentinel 1,6
2016-09-23,7549, Sentinel 1,6
2022-03-22,12063, Sentinel 2,5
2022-05-13,11866, Sentinel 2,10
2022-05-03,11878, Sentinel 2,10
2019-05-05,10521, Sentinel 1,6
2018-07-20,11857, Sentinel 1,6
2022-03-27,12277, Sentinel 2,10
2018-08-13,11929, Sentinel 1,6
2019-08-09,9661, Sentinel 1,6
2022-06-15,11185, Sentinel 2,10
2018-08-25,11672, Sentinel 2,5
2019-10-04,9886, Sentinel 2,10
2022-06-25,11077, Sentinel 2,5
2018-07-08,11372, Sentinel 1,6
2017-10-09,11661, Sentinel 2,10
2019-07-11,9843, Sentinel 2,5
2018-07-26,11839, Sentinel 1,6
2021-06-29,10920, Sentinel 1,6
2021-07-04,11564, Sentinel 1,6
2021-09-02,12128, Sentinel 1,6
2018-08-12,12356, Sentinel 2,10
2021-09-08,12194, Sentinel 2,5
2022-06-22,11177, Sentinel 2,10
2021-07-20,12176, Sentinel 2,10
2022-06-22,10959, Sentinel 1,12
2021-04-16,11604, Sentinel 2,5
2021-08-11,12376, Sentinel 2,10
2020-06-03,11517, Sentinel 1,6
2019-06-13,10285, Sentinel 1,12
2019-06-19,10653, Sentinel 2,5
2022-04-21,11906, Sentinel 2,5
2018-08-26,11616, Sentinel 1,6
2020-07-18,12460, Sentinel 2,5
2019-08-08,9799, Sentinel 1,6
2021-09-15,12342, Sentinel 2,10
2017-07-20,10420, Sentinel 1,6
2022-08-14,10555, Sentinel 2,10
2022-05-26,11504, Sentinel 2,10
2021-06-10,11093, Sentinel 1,6
2018-07-14,11861, Sentinel 1,6
2020-08-16,12292, Sentinel 2,10
2022-06-27,11059, Sentinel 2,10
2018-07-19,12238, Sentinel 2,5
2017-05-14,10416, Sentinel 1,6
2021-07-05,11351, Sentinel 1,6
2019-05-14,10107, Sentinel 1,12
2022-03-30,12142, Sentinel 2,5
2018-07-16,12392, Sentinel 2,10
2020-08-15,11796, Sentinel 1,6
2016-10-05,6983, Sentinel 1,6
2018-07-09,11516, Sentinel 1,6
2018-07-27,11762, Sentinel 1,6
2020-08-29,12437, Sentinel 2,10
2020-07-09,10760, Sentinel 1,6
2019-07-16,9256, Sentinel 1,6
2020-07-27,12213, Sentinel 2,10
2022-09-05,9990, Sentinel 2,10
2018-07-03,11899, Sentinel 1,6
2019-05-27,10322, Sentinel 2,5
2021-04-06,11639, Sentinel 2,5
2020-08-17,12356, Sentinel 2,5
2017-05-20,10971, Sentinel 1,6
2020-06-22,11697, Sentinel 1,6
2022-09-30,9355, Sentinel 2,10
2020-07-10,12292, Sentinel 2,10
2021-05-06,11114, Sentinel 1,6
2021-06-20,11152, Sentinel 2,5
2022-06-12,11345, Sentinel 2,10
2022-09-10,9940, Sentinel 2,10
2020-07-07,12044, Sentinel 2,10
2021-05-11,11810, Sentinel 2,5
2022-09-08,9868, Sentinel 2,5
2017-08-12,10769, Sentinel 1,6
2022-05-11,11906, Sentinel 2,5
2019-08-12,9680, Sentinel 2,10
2021-06-04,11287, Sentinel 1,6
2022-03-29,12350, Sentinel 2,10
2022-05-01,11736, Sentinel 2,5
2020-08-06,12414, Sentinel 2,10
2021-09-23,12455, Sentinel 2,5
2022-07-15,11096, Sentinel 2,10
2021-05-16,11775, Sentinel 2,5
2019-10-19,9994, Sentinel 2,5
2021-09-18,12128, Sentinel 2,5
2017-07-25,10538, Sentinel 1,6
2020-08-19,12612, Sentinel 2,10
2019-04-28,10372, Sentinel 1,6
2016-06-11,8226, Sentinel 2,10
2019-06-27,10125, Sentinel 1,6
2016-09-29,7611, Sentinel 1,6
2017-08-07,10874, Sentinel 2,10
2021-07-25,12231, Sentinel 2,10
2020-10-06,11670, Sentinel 2,5
2017-07-29,11335, Sentinel 2,5
2021-09-01,12273, Sentinel 2,5
2017-06-20,11249, Sentinel 1,6
2021-06-05,11864, Sentinel 2,10
2018-06-08,12020, Sentinel 1,6
2022-08-26,10139, Sentinel 2,10
2022-06-05,11216, Sentinel 2,5
2022-10-18,8631, Sentinel 2,5
2017-06-06,11542, Sentinel 2,10
2020-05-10,11341, Sentinel 1,6
2021-04-11,11470, Sentinel 2,5
2020-07-15,11881, Sentinel 2,5
2021-07-22,11646, Sentinel 1,6
2022-06-20,11156, Sentinel 2,5
2021-07-23,11958, Sentinel 1,6
2018-08-14,11810, Sentinel 1,6
2021-07-17,11505, Sentinel 1,6
2019-04-25,10307, Sentinel 1,12
2022-05-01,11908, Sentinel 2,10
2019-07-16,10039, Sentinel 2,5
2018-06-03,11599, Sentinel 1,6
2019-08-14,9128, Sentinel 1,6
2019-09-14,8870, Sentinel 1,6
2021-07-27,12264, Sentinel 2,10
2022-06-23,11060, Sentinel 2,5
2019-07-22,9861, Sentinel 1,6
2018-05-22,12110, Sentinel 1,6
2017-06-26,11112, Sentinel 1,6
2019-08-25,9526, Sentinel 2,10
2022-07-20,11086, Sentinel 2,5
2022-07-25,11181, Sentinel 2,10
2022-09-13,9943, Sentinel 2,5
2020-07-04,11429, Sentinel 1,6
2017-06-01,11290, Sentinel 1,6
2016-06-05,7643, Sentinel 1,12
2021-06-14,11072, Sentinel 1,12
2021-10-05,12600, Sentinel 2,10
2020-08-24,12006, Sentinel 2,5
2018-08-25,11187, Sentinel 1,6
2021-05-29,11176, Sentinel 1,6
2022-10-03,9202, Sentinel 2,5
2022-04-04,12290, Sentinel 2,5
2019-08-15,9111, Sentinel 1,6
2021-06-22,11430, Sentinel 2,10
2019-05-29,10275, Sentinel 2,10
2016-10-11,7540, Sentinel 1,6
2018-08-20,11815, Sentinel 2,5
2019-06-09,10076, Sentinel 1,6
2019-08-08,10191, Sentinel 2,5
2016-05-12,8157, Sentinel 2,10
2021-09-25,12600, Sentinel 2,10
2022-04-26,11466, Sentinel 2,5
2021-10-18,12198, Sentinel 2,5
2021-06-17,11255, Sentinel 1,6
2019-09-19,8717, Sentinel 1,6
2017-06-08,10545, Sentinel 1,6
2021-07-29,12072, Sentinel 1,6
2018-06-09,11710, Sentinel 1,6
2019-09-01,8504, Sentinel 1,6
2020-06-09,12192, Sentinel 1,6
2021-10-13,12294, Sentinel 2,5
2021-06-23,10567, Sentinel 1,6
2022-04-09,11775, Sentinel 2,5
2022-07-22,11245, Sentinel 2,10
2020-08-09,12137, Sentinel 2,5
2019-08-13,9732, Sentinel 2,5
2022-03-25,12055, Sentinel 2,5
2019-08-10,9711, Sentinel 2,5
2017-05-21,11281, Sentinel 1,6
2021-06-25,11382, Sentinel 2,5
2021-09-23,12568, Sentinel 2,10
2018-08-22,11873, Sentinel 2,10
2017-05-26,10820, Sentinel 1,6
2019-07-21,9553, Sentinel 1,6
2018-07-15,11743, Sentinel 1,6
2020-10-13,11387, Sentinel 1,6
2021-06-18,11282, Sentinel 2,5
2019-06-30,9782, Sentinel 1,12
2018-06-27,12271, Sentinel 1,6
2019-06-28,9657, Sentinel 1,6
2021-07-11,11307, Sentinel 1,6
2017-08-10,11230, Sentinel 2,10
2018-06-02,11904, Sentinel 1,6
2022-06-08,11121, Sentinel 2,5
2019-07-27,9660, Sentinel 1,6
2019-08-18,9630, Sentinel 2,5
2022-05-16,11470, Sentinel 2,5
2020-05-28,11401, Sentinel 1,6
2019-07-09,9470, Sentinel 1,6
2019-07-03,9655, Sentinel 1,6
2016-04-19,7904, Sentinel 2,10
2022-05-24,11470, Sentinel 2,5
2017-07-31,10920, Sentinel 2,5
2021-10-11,12098, Sentinel 2,5
2017-08-30,10290, Sentinel 1,6
2017-06-02,10983, Sentinel 1,6
2022-04-13,12074, Sentinel 2,10
2021-07-02,11687, Sentinel 2,10
2021-10-25,12325, Sentinel 2,10
2017-07-01,11055, Sentinel 2,5
2019-10-07,9449, Sentinel 1,6
2017-07-31,11264, Sentinel 2,10
2019-04-17,10924, Sentinel 1,6
2019-10-01,8938, Sentinel 1,6
2021-04-13,11697, Sentinel 2,10
2021-07-10,11293, Sentinel 1,6
2020-10-14,11337, Sentinel 1,6
2019-09-07,8428, Sentinel 1,6
2021-06-11,11189, Sentinel 1,6
2018-09-13,11367, Sentinel 1,6
2020-06-28,11712, Sentinel 1,6
2019-05-29,10026, Sentinel 1,6
2021-08-21,11817, Sentinel 1,6
2022-03-22,12323, Sentinel 2,10
2017-08-20,11164, Sentinel 2,10
2022-06-30,10854, Sentinel 2,5
2020-07-08,12042, Sentinel 2,5
2022-09-20,9707, Sentinel 2,10
2021-04-16,11693, Sentinel 2,10
2021-10-08,12440, Sentinel 2,10
2021-09-06,12329, Sentinel 2,5
2021-04-30,11356, Sentinel 1,6
2022-04-01,12437, Sentinel 2,10
2016-07-31,8437, Sentinel 2,10
2019-06-04,9941, Sentinel 1,6
2019-06-15,10053, Sentinel 1,6
2021-06-15,11443, Sentinel 2,10
2021-09-28,12329, Sentinel 2,5
2022-06-05,11423, Sentinel 2,10
2021-09-28,12537, Sentinel 2,10
2020-06-27,11994, Sentinel 2,10
2019-08-10,10019, Sentinel 2,10
2022-03-20,11967, Sentinel 2,5
2018-07-02,12022, Sentinel 1,6
2017-08-15,11015, Sentinel 2,5
2021-10-13,12340, Sentinel 2,10
2022-09-28,9440, Sentinel 2,5
2017-07-19,10537, Sentinel 1,6
2019-06-21,10175, Sentinel 2,5
2018-07-14,12238, Sentinel 2,5
2021-09-13,12294, Sentinel 2,10
2021-08-14,12600, Sentinel 2,5
2017-07-31,10592, Sentinel 1,6
2021-05-12,11413, Sentinel 1,6
2019-08-02,9913, Sentinel 1,6
2021-07-30,11948, Sentinel 2,5
2019-06-01,10193, Sentinel 2,5
2020-08-22,12421, Sentinel 2,5
2022-07-02,10913, Sentinel 2,10
2016-10-29,7860, Sentinel 2,10
2021-07-16,10963, Sentinel 1,6
2021-08-24,12458, Sentinel 2,10
2017-08-19,10572, Sentinel 1,6
2021-06-25,11496, Sentinel 2,10
2022-04-08,12097, Landsat 9,8
2022-03-31,12436, Landsat 8,8
2022-05-03,12553, Landsat 9,8
2022-05-10,12265, Landsat 9,8
2022-08-07,10899, Landsat 9,8
2022-04-16,12053, Landsat 8,8
2022-10-09,9402, Landsat 8,8
2022-08-15,10312, Landsat 8,8
2022-06-27,10963, Landsat 9,8
2022-06-03,11235, Landsat 8,8
2022-05-02,11568, Landsat 8,8
2022-03-23,12609, Landsat 9,8
2013-09-30,11060, Landsat 8,8
2022-06-28,10859, Landsat 8,8
2022-08-14,10371, Landsat 9,8
2022-06-04,11652, Landsat 9,8
2013-04-08,8751, Landsat 8,11
2022-10-02,9235, Landsat 8,8
2022-04-24,12145, Landsat 9,8
2013-03-31,5690, Landsat 7,5
2013-08-14,9615, Landsat 7,8
2022-07-06,11025, Landsat 9,8
2022-07-14,10904, Landsat 8,8
2013-08-22,9227, Landsat 8,8
2013-08-30,10147, Landsat 7,8
