mid_date, v [m/yr], satellite, dt (days)
2019-07-03,1309, Sentinel 1,6
2020-07-13,1713, Sentinel 2,5
2017-08-09,1260, Sentinel 1,12
2021-11-06,1469, Sentinel 1,12
2022-10-18,1562, Sentinel 2,10
2019-11-06,1231, Sentinel 1,6
2018-08-19,1489, Sentinel 1,6
2019-08-15,1718, Sentinel 2,5
2020-02-17,1549, Sentinel 1,6
2021-10-17,1228, Sentinel 1,12
2020-01-18,620, Sentinel 1,6
2020-07-20,1700, Sentinel 2,5
2018-08-07,1224, Sentinel 1,6
2022-09-26,1375, Sentinel 1,12
2018-08-30,1625, Sentinel 2,5
2019-07-04,1458, Sentinel 1,6
2020-01-07,1661, Sentinel 1,6
2019-02-25,1435, Sentinel 1,12
2022-08-22,1755, Sentinel 2,5
2017-10-06,1296, Sentinel 1,6
2020-12-13,1426, Sentinel 1,6
2019-07-06,1142, Sentinel 1,12
2019-03-12,1083, Sentinel 1,6
2021-09-30,1443, Sentinel 1,12
2021-08-18,1058, Sentinel 1,12
2018-05-16,1132, Sentinel 1,6
2020-06-16,1548, Sentinel 1,6
2019-06-22,1698, Sentinel 1,6
2020-01-06,1427, Sentinel 1,6
2016-11-22,1370, Sentinel 1,6
2017-08-07,1636, Sentinel 1,6
2021-07-23,1708, Sentinel 2,5
2017-07-10,1529, Sentinel 1,12
2021-01-24,2072, Sentinel 1,6
2020-08-09,1643, Sentinel 2,10
2021-08-04,1690, Sentinel 2,5
2020-07-17,1643, Sentinel 2,10
2019-06-03,1650, Sentinel 2,10
2021-07-18,1713, Sentinel 2,5
2019-03-08,811, Sentinel 1,12
2018-08-05,998, Sentinel 1,12
2017-01-16,1492, Sentinel 1,6
2021-09-06,1344, Sentinel 1,12
2021-10-25,1502, Sentinel 1,12
2017-06-23,1635, Sentinel 2,10
2022-03-12,1549, Sentinel 2,10
2022-09-19,1115, Sentinel 1,12
2019-01-18,1567, Sentinel 1,6
2022-03-16,1427, Sentinel 1,12
2021-07-12,1792, Sentinel 2,10
2020-06-10,1849, Sentinel 1,6
2022-05-08,1579, Sentinel 2,10
2018-01-30,1742, Sentinel 1,6
2022-06-03,1635, Sentinel 2,5
2017-06-14,1361, Sentinel 1,6
2019-06-24,1383, Sentinel 1,12
2020-12-27,1434, Sentinel 1,6
2020-07-03,1321, Sentinel 1,6
2022-07-05,1587, Sentinel 2,5
2019-02-27,547, Sentinel 1,6
2021-08-01,1690, Sentinel 2,10
2019-10-29,1302, Sentinel 1,12
2021-04-29,1483, Sentinel 1,6
2016-11-28,1956, Sentinel 1,6
2021-12-10,1384, Sentinel 1,12
2021-05-05,1080, Sentinel 1,6
2017-06-13,1576, Sentinel 2,10
2019-02-04,1743, Sentinel 1,6
2021-07-28,1674, Sentinel 2,5
2016-06-05,1484, Sentinel 1,12
2021-11-07,1385, Sentinel 1,6
2019-06-13,1643, Sentinel 2,10
2021-04-26,1626, Sentinel 2,10
2021-01-02,1511, Sentinel 1,6
2017-11-14,1268, Sentinel 1,12
2021-02-04,1886, Sentinel 1,6
2017-06-17,1131, Sentinel 1,12
2017-09-06,1126, Sentinel 1,6
2020-05-01,1064, Sentinel 1,12
2021-01-17,1186, Sentinel 1,6
2021-12-13,1656, Sentinel 1,6
2020-06-20,1625, Sentinel 2,10
2018-03-23,1487, Sentinel 1,6
2021-09-26,1662, Sentinel 2,5
2017-02-17,1607, Sentinel 1,12
2016-10-23,1122, Sentinel 1,6
2021-12-24,1491, Sentinel 1,12
2018-07-24,1526, Sentinel 1,12
2019-02-01,1246, Sentinel 1,12
2020-05-16,1422, Sentinel 1,6
2022-08-06,1544, Sentinel 2,10
2019-07-10,1091, Sentinel 1,6
2021-09-20,1497, Sentinel 1,6
2019-10-02,1652, Sentinel 1,6
2021-06-13,1617, Sentinel 2,5
2022-05-29,1581, Sentinel 2,5
2022-07-30,1617, Sentinel 2,5
2019-11-01,1660, Sentinel 2,5
2018-01-16,1335, Sentinel 1,6
2017-02-08,977, Sentinel 1,6
2017-08-31,1685, Sentinel 1,6
2019-07-24,1196, Sentinel 1,12
2020-01-01,1541, Sentinel 1,6
2019-12-10,1750, Sentinel 1,12
2017-10-19,1690, Sentinel 2,10
2017-02-05,440, Sentinel 1,12
2022-05-27,1788, Sentinel 1,12
2021-03-19,1411, Sentinel 1,6
2017-07-06,1653, Sentinel 2,10
2018-01-22,1177, Sentinel 1,6
2017-09-05,1686, Sentinel 1,6
2021-01-29,1387, Sentinel 1,6
2022-05-06,1682, Sentinel 2,5
2018-06-21,1650, Sentinel 1,6
2020-09-07,1289, Sentinel 1,6
2021-05-20,1366, Sentinel 1,12
2019-01-24,1613, Sentinel 1,6
2021-07-10,1203, Sentinel 1,6
2021-02-20,727, Sentinel 1,12
2022-09-08,1668, Sentinel 2,10
2018-03-22,1546, Sentinel 1,6
2020-01-17,1320, Sentinel 1,12
2016-05-24,1797, Sentinel 1,12
2018-11-09,1762, Sentinel 1,12
2021-05-30,1666, Sentinel 1,6
2020-02-16,484, Sentinel 1,6
2020-07-07,1425, Sentinel 1,12
2019-08-20,1227, Sentinel 1,6
2021-12-14,1426, Sentinel 1,6
2022-07-25,1653, Sentinel 2,5
2021-04-08,1712, Sentinel 2,10
2019-07-21,1743, Sentinel 2,5
2019-11-08,1691, Sentinel 2,10
2017-09-29,674, Sentinel 1,6
2021-01-12,1391, Sentinel 1,6
2019-12-20,1175, Sentinel 1,6
2020-08-21,1601, Sentinel 1,6
2019-07-13,1290, Sentinel 1,12
2019-03-23,1167, Sentinel 1,6
2021-01-05,1162, Sentinel 1,6
2018-07-12,1223, Sentinel 1,12
2017-02-10,426, Sentinel 1,12
2022-10-11,1700, Sentinel 2,5
2018-01-02,1518, Sentinel 1,12
2017-05-24,1246, Sentinel 1,12
2019-08-30,1712, Sentinel 2,5
2020-06-19,1489, Sentinel 1,12
2018-05-21,2556, Sentinel 1,6
2020-03-05,1645, Sentinel 1,6
2019-08-02,898, Sentinel 1,6
2019-10-23,1444, Sentinel 1,12
2020-12-28,2202, Sentinel 1,12
2019-11-04,1716, Sentinel 1,12
2017-07-02,1431, Sentinel 1,6
2021-03-25,1278, Sentinel 1,6
2021-08-04,1328, Sentinel 1,6
2021-08-27,1257, Sentinel 1,6
2019-09-28,1067, Sentinel 1,12
2022-10-03,1657, Sentinel 2,10
2022-10-28,1686, Sentinel 2,10
2018-02-01,1626, Sentinel 1,12
2018-01-26,1607, Sentinel 1,12
2021-10-03,1009, Sentinel 1,6
2022-07-27,1555, Sentinel 2,10
2021-07-01,1582, Sentinel 1,12
2018-08-20,1402, Sentinel 1,6
2016-08-04,1376, Sentinel 1,12
2022-08-19,883, Sentinel 1,12
2017-07-01,1071, Sentinel 1,6
2018-02-04,1204, Sentinel 1,6
2020-04-02,1120, Sentinel 1,12
2020-08-14,1544, Sentinel 1,6
2019-12-26,1511, Sentinel 1,6
2021-11-19,1409, Sentinel 1,6
2017-08-01,1271, Sentinel 1,6
2019-06-09,1245, Sentinel 1,6
2020-10-02,1299, Sentinel 1,6
2018-02-09,2012, Sentinel 1,6
2018-07-09,1645, Sentinel 2,5
2021-08-16,1936, Sentinel 1,6
2020-06-17,2131, Sentinel 2,10
2022-04-06,1647, Sentinel 2,5
2021-07-10,1741, Sentinel 2,10
2017-09-03,1370, Sentinel 1,12
2016-04-18,1673, Sentinel 1,12
2020-06-25,1327, Sentinel 1,12
2017-03-28,1202, Sentinel 1,6
2017-04-27,1075, Sentinel 1,6
2021-05-18,1561, Sentinel 1,6
2022-09-06,1674, Sentinel 2,5
2022-10-25,927, Sentinel 1,12
2020-01-14,1446, Sentinel 1,6
2021-08-25,865, Sentinel 1,12
2021-12-19,1470, Sentinel 1,6
2018-09-09,1630, Sentinel 2,10
2020-06-04,1634, Sentinel 1,6
2018-09-19,1734, Sentinel 2,10
2021-09-07,1334, Sentinel 1,12
2018-01-11,1827, Sentinel 1,6
2019-04-28,1673, Sentinel 1,6
2019-09-16,1333, Sentinel 1,12
2016-09-23,1157, Sentinel 1,6
2022-03-22,1682, Sentinel 2,5
2022-05-13,1617, Sentinel 2,10
2022-05-03,1682, Sentinel 2,10
2021-10-26,1436, Sentinel 1,6
2019-04-22,1412, Sentinel 1,6
2016-10-01,1496, Sentinel 1,12
2021-01-11,1558, Sentinel 1,6
2018-07-20,1344, Sentinel 1,6
2017-05-29,1378, Sentinel 1,12
2022-03-27,1537, Sentinel 2,10
2018-08-13,1682, Sentinel 1,6
2019-08-09,928, Sentinel 1,6
2022-06-15,1611, Sentinel 2,10
2019-07-09,1324, Sentinel 1,6
2019-09-13,1520, Sentinel 1,6
2018-08-25,1794, Sentinel 2,5
2020-12-24,868, Sentinel 1,6
2021-11-02,1543, Sentinel 1,6
2022-06-25,1625, Sentinel 2,5
2018-07-08,1131, Sentinel 1,6
2020-04-23,1788, Sentinel 1,6
2017-10-09,1651, Sentinel 2,10
2019-07-11,1647, Sentinel 2,5
2016-11-04,1318, Sentinel 1,6
2017-09-08,1108, Sentinel 1,12
2018-07-26,1478, Sentinel 1,6
2021-06-29,1434, Sentinel 1,6
2018-01-18,1575, Sentinel 1,6
2020-08-26,1261, Sentinel 1,6
2020-08-03,1646, Sentinel 1,6
2021-06-08,1461, Sentinel 1,12
2020-07-09,1242, Sentinel 1,6
2018-10-04,1041, Sentinel 1,12
2016-02-18,1338, Sentinel 1,12
2018-02-11,1008, Sentinel 1,6
2020-10-19,1376, Sentinel 1,6
2021-08-31,1246, Sentinel 1,12
2018-08-12,1625, Sentinel 2,10
2019-09-10,1385, Sentinel 1,12
2021-09-08,1718, Sentinel 2,5
2019-02-13,1334, Sentinel 1,12
2021-12-31,793, Sentinel 1,12
2019-12-30,1383, Sentinel 1,6
2022-07-21,1229, Sentinel 1,12
2021-12-25,668, Sentinel 1,6
2021-08-26,1376, Sentinel 1,12
2020-01-19,1211, Sentinel 1,6
2021-01-20,1368, Sentinel 1,12
2022-06-22,1565, Sentinel 2,10
2020-10-26,2047, Sentinel 1,6
2022-09-11,1674, Sentinel 2,5
2018-03-16,1500, Sentinel 1,6
2018-10-25,2034, Sentinel 1,6
2021-07-22,1661, Sentinel 1,6
2021-06-03,1544, Sentinel 1,12
2017-08-24,1323, Sentinel 1,6
2018-09-18,1272, Sentinel 1,6
2021-07-20,1695, Sentinel 2,10
2018-07-23,1486, Sentinel 1,12
2022-06-22,1527, Sentinel 1,12
2016-09-26,1311, Sentinel 1,12
2020-08-23,1628, Sentinel 1,12
2021-02-15,1572, Sentinel 1,12
2019-07-27,1273, Sentinel 1,6
2021-03-06,2235, Sentinel 1,6
2021-04-16,1586, Sentinel 2,5
2020-06-27,1342, Sentinel 1,6
2021-08-11,1615, Sentinel 2,10
2017-04-03,421, Sentinel 1,6
2021-12-02,1290, Sentinel 1,6
2021-01-13,2109, Sentinel 1,6
2016-05-24,1392, Sentinel 1,12
2017-09-17,1403, Sentinel 1,6
2019-06-19,1738, Sentinel 2,5
2017-08-28,1539, Sentinel 1,12
2020-05-19,1347, Sentinel 1,12
2017-01-04,1800, Sentinel 1,6
2017-10-26,1507, Sentinel 1,12
2021-02-01,1233, Sentinel 1,12
2018-08-26,1490, Sentinel 1,6
2020-11-07,1188, Sentinel 1,6
2017-03-06,1517, Sentinel 1,12
2020-07-18,1682, Sentinel 2,5
2021-09-15,1579, Sentinel 2,10
2017-07-20,935, Sentinel 1,6
2017-12-05,1520, Sentinel 1,6
2016-11-07,1398, Sentinel 1,12
2022-08-14,1541, Sentinel 2,10
2021-06-16,1990, Sentinel 1,6
2017-09-24,1215, Sentinel 1,6
2021-05-15,1457, Sentinel 1,12
2016-04-28,1189, Sentinel 1,12
2022-05-26,1566, Sentinel 2,10
2018-07-14,1156, Sentinel 1,6
2020-08-16,1676, Sentinel 2,10
2018-01-29,1878, Sentinel 1,6
2021-07-26,1283, Sentinel 1,12
2018-04-21,1422, Sentinel 1,6
2020-09-01,1627, Sentinel 1,6
2021-07-09,1475, Sentinel 1,12
2018-02-04,1645, Sentinel 1,6
2021-11-23,1376, Sentinel 1,12
2020-01-26,1554, Sentinel 1,6
2017-10-30,1112, Sentinel 1,6
2020-01-20,493, Sentinel 1,6
2020-03-11,1543, Sentinel 1,6
2022-06-27,1523, Sentinel 2,10
2018-07-19,1674, Sentinel 2,5
2016-09-14,1317, Sentinel 1,12
2016-11-06,1153, Sentinel 1,12
2017-05-14,1379, Sentinel 1,6
2017-09-23,1481, Sentinel 1,6
2021-06-13,1490, Sentinel 1,12
2022-10-18,1656, Sentinel 1,12
2019-07-31,1289, Sentinel 1,12
2020-12-08,1797, Sentinel 1,6
2021-06-20,1292, Sentinel 1,12
2021-07-05,1133, Sentinel 1,6
2018-10-01,1282, Sentinel 1,6
2022-03-30,1328, Sentinel 2,5
2021-06-02,1356, Sentinel 1,12
2018-07-16,1662, Sentinel 2,10
2021-03-13,1202, Sentinel 1,6
2017-06-05,1842, Sentinel 1,12
2020-03-06,1897, Sentinel 1,6
2020-08-15,1437, Sentinel 1,6
2017-10-29,1448, Sentinel 1,6
2016-10-26,1409, Sentinel 1,12
2021-05-17,1598, Sentinel 1,6
2016-08-09,664, Sentinel 1,12
2018-03-10,826, Sentinel 1,6
2018-07-09,1574, Sentinel 1,6
2018-07-27,1337, Sentinel 1,6
2020-08-29,1671, Sentinel 2,10
2021-08-21,1189, Sentinel 1,6
2019-07-16,1188, Sentinel 1,6
2019-07-15,1221, Sentinel 1,6
2019-01-23,1855, Sentinel 1,6
2019-10-26,707, Sentinel 1,6
2022-05-06,1637, Sentinel 2,10
2022-09-05,1627, Sentinel 2,10
2021-04-23,1653, Sentinel 2,10
2021-07-08,1178, Sentinel 1,12
2018-07-03,1347, Sentinel 1,6
2020-01-21,1041, Sentinel 1,12
2019-05-27,1266, Sentinel 2,5
2020-09-13,1358, Sentinel 1,6
2021-01-17,1539, Sentinel 1,12
2018-05-01,1282, Sentinel 1,12
2016-04-30,1489, Sentinel 1,12
2020-02-11,1651, Sentinel 1,6
2021-04-06,1682, Sentinel 2,5
2021-03-31,1748, Sentinel 1,6
2020-11-13,924, Sentinel 1,6
2020-08-17,1813, Sentinel 2,5
2021-09-17,1169, Sentinel 1,12
2019-02-15,1309, Sentinel 1,6
2020-07-15,1434, Sentinel 1,6
2020-06-22,1310, Sentinel 1,6
2015-06-16,1770, Sentinel 1,12
2022-09-30,1621, Sentinel 2,10
2018-09-30,2083, Sentinel 1,6
2021-09-15,1514, Sentinel 1,6
2020-05-05,1843, Sentinel 1,6
2020-07-10,1643, Sentinel 2,10
2021-05-06,1502, Sentinel 1,6
2018-12-25,1740, Sentinel 1,6
2020-05-14,1750, Sentinel 1,12
2020-04-29,1851, Sentinel 1,6
2021-09-03,1292, Sentinel 1,6
2019-01-19,763, Sentinel 1,6
2022-09-10,1615, Sentinel 2,10
2017-10-18,1379, Sentinel 1,6
2021-10-12,1412, Sentinel 1,12
2019-07-25,1428, Sentinel 1,12
2018-02-15,1375, Sentinel 1,6
2020-01-12,1029, Sentinel 1,6
2020-07-07,1584, Sentinel 2,10
2021-01-26,1261, Sentinel 1,6
2021-05-11,1653, Sentinel 2,5
2022-09-08,1662, Sentinel 2,5
2020-12-30,833, Sentinel 1,6
2020-01-23,1125, Sentinel 1,12
2017-08-12,1284, Sentinel 1,6
2019-03-21,1594, Sentinel 1,12
2020-11-19,980, Sentinel 1,6
2017-11-05,1232, Sentinel 1,6
2019-01-25,499, Sentinel 1,6
2022-05-11,1495, Sentinel 2,5
2022-11-11,1549, Sentinel 1,12
2021-03-07,1711, Sentinel 1,6
2021-12-17,1525, Sentinel 1,12
2019-08-12,1570, Sentinel 2,10
2016-12-23,1811, Sentinel 1,6
2020-12-21,1445, Sentinel 1,12
2022-03-29,1516, Sentinel 2,10
2020-08-29,1090, Sentinel 1,12
2017-03-07,648, Sentinel 1,12
2020-12-19,1590, Sentinel 1,6
2017-08-16,1213, Sentinel 1,12
2022-05-01,1718, Sentinel 2,5
2019-08-06,1214, Sentinel 1,12
2021-09-23,1679, Sentinel 2,5
2021-09-08,1634, Sentinel 1,6
2020-09-08,1573, Sentinel 1,6
2021-07-21,1187, Sentinel 1,12
2021-01-01,1565, Sentinel 1,6
2019-04-05,1288, Sentinel 1,6
2021-12-20,1292, Sentinel 1,6
2022-07-15,1541, Sentinel 2,10
2021-01-14,1076, Sentinel 1,6
2022-06-03,1232, Sentinel 1,12
2019-09-07,1339, Sentinel 1,6
2015-01-25,1510, Sentinel 1,12
2020-12-14,1866, Sentinel 1,6
2021-05-16,1533, Sentinel 2,5
2020-10-07,1672, Sentinel 1,6
2019-10-19,1748, Sentinel 2,5
2021-07-16,1287, Sentinel 1,6
2021-09-18,1662, Sentinel 2,5
2015-07-10,1321, Sentinel 1,12
2017-07-25,1205, Sentinel 1,6
2021-12-24,1558, Sentinel 1,12
2020-06-24,1176, Sentinel 1,12
2019-02-24,548, Sentinel 1,12
2020-08-19,1708, Sentinel 2,10
2016-06-11,1655, Sentinel 2,10
2017-12-20,1972, Sentinel 1,12
2018-06-12,1246, Sentinel 1,12
2022-08-09,1175, Sentinel 1,12
2020-05-23,1652, Sentinel 1,6
2019-01-18,1694, Sentinel 1,6
2016-09-29,1365, Sentinel 1,6
2020-07-27,1043, Sentinel 1,6
2021-02-23,1372, Sentinel 1,6
2018-03-04,878, Sentinel 1,6
2018-12-30,1584, Sentinel 1,6
2021-06-15,1276, Sentinel 1,12
2017-08-07,1537, Sentinel 2,10
2021-07-25,1704, Sentinel 2,10
2021-12-11,955, Sentinel 1,12
2020-10-06,1643, Sentinel 2,5
2019-03-20,1448, Sentinel 1,12
2019-03-30,962, Sentinel 1,6
2021-09-23,1462, Sentinel 1,12
2019-07-07,1248, Sentinel 1,12
2021-09-01,1612, Sentinel 2,5
2021-12-16,1515, Sentinel 1,12
2018-09-01,1304, Sentinel 1,6
2020-07-30,1077, Sentinel 1,12
2019-10-13,1166, Sentinel 1,6
2019-09-19,1408, Sentinel 1,6
2018-02-08,1193, Sentinel 1,12
2020-12-21,1501, Sentinel 1,6
2017-06-20,1211, Sentinel 1,6
2018-02-26,1270, Sentinel 1,6
2017-08-27,1094, Sentinel 1,12
2019-01-13,1772, Sentinel 1,6
2021-04-12,851, Sentinel 1,6
2017-09-20,1701, Sentinel 1,12
2021-06-05,1635, Sentinel 2,10
2022-08-26,1511, Sentinel 2,10
2020-06-09,1141, Sentinel 1,6
2021-11-16,1344, Sentinel 1,12
2019-09-08,1295, Sentinel 1,6
2020-01-01,1751, Sentinel 1,6
2020-05-17,1680, Sentinel 1,6
2016-10-13,1283, Sentinel 1,12
2021-08-19,1178, Sentinel 1,12
2016-05-29,1254, Sentinel 1,12
2017-05-12,1588, Sentinel 1,12
2017-04-15,1428, Sentinel 1,6
2021-02-05,1455, Sentinel 1,6
2019-02-10,607, Sentinel 1,6
2020-01-23,1163, Sentinel 1,6
2021-02-17,1653, Sentinel 1,6
2022-03-30,1154, Sentinel 1,12
2022-10-18,1609, Sentinel 2,5
2017-06-06,1617, Sentinel 2,10
2020-10-25,1004, Sentinel 1,6
2021-11-29,1326, Sentinel 1,12
2021-04-11,1774, Sentinel 2,5
2021-10-08,1602, Sentinel 1,6
2020-07-15,1748, Sentinel 2,5
2022-06-20,1545, Sentinel 2,5
2019-02-21,1320, Sentinel 1,6
2021-07-23,1791, Sentinel 1,6
2018-08-14,1158, Sentinel 1,6
2021-07-17,1169, Sentinel 1,6
2019-07-16,1662, Sentinel 2,5
2020-01-26,1857, Sentinel 1,6
2019-01-02,1292, Sentinel 1,12
2021-01-03,1719, Sentinel 1,12
