Date,Discharge,Error,Coverage
2016-01-16,14.9203659094366,0.9270013513795846,0.8497188846322675
2016-01-28,14.847029891202322,0.9226668321422352,0.8486787009596274
2016-02-01,14.814293960705916,0.9204327600359484,0.9951435401275252
2016-02-07,14.76264823363264,0.9166116355150774,0.9949489293269396
2016-02-09,14.745169292454769,0.9153406446572904,0.8510389798754827
2016-02-15,14.677960105801729,0.9104004233518488,0.9500512439458432
2016-02-21,14.643721744756023,0.9075135286534148,0.8481724498817551
2016-03-04,14.641292464145074,0.9078082045552414,0.8371289710821193
2016-03-16,14.46194777621056,0.8974869980095386,0.8373994918823583
2016-03-28,14.33600847984449,0.8897462988841968,0.7899941449207637
2016-04-09,14.272288530383218,0.8859428960543398,0.7706130712966847
2016-04-15,14.266287370120342,0.8850228668840049,0.9846048368228852
2016-04-21,14.260689653329283,0.8848341790725675,0.9486262746808494
2016-05-01,14.2379938514345,0.8829319663052888,1.0
2016-05-03,14.243580042133138,0.8831318267787952,0.8439000591289157
2016-05-15,14.204892185375371,0.878931764556213,0.9967338381297576
2016-05-16,14.20744966100189,0.8791055031415319,0.9412762109411348
2016-05-24,14.169183865519711,0.8737111943604883,0.742238679206413
2016-05-27,14.193395299112574,0.8751878551772256,0.9687170379078056
2016-06-01,14.226666362537031,0.8769392309435523,1.0
2016-06-02,14.23091108579268,0.8772064645095193,0.7070195830198862
2016-06-05,14.23201514215656,0.8773493036252944,0.7650615295430119
2016-06-15,14.263995549066204,0.8787915664041588,0.9959536891854855
2016-06-18,14.261642580371086,0.8782921616210246,0.9641047147436256
2016-06-29,14.259891605431507,0.8769336714866548,0.9884052717385122
2016-07-01,14.25827508778896,0.8766956436952341,1.0
2016-07-10,14.269655319552651,0.8763910879396574,0.9904321398455916
2016-07-14,14.282572253327496,0.8765922604791353,0.8100711201126851
2016-07-15,14.289523546790576,0.8769437821161206,0.9948886713007236
2016-07-23,14.284433601334298,0.8776095401800336,0.7224009608196379
2016-07-27,14.27828101775568,0.8779996956509809,0.9971015848150424
2016-08-01,14.235086384002866,0.8766828956563051,1.0
2016-08-04,14.187393292704623,0.8744721012919203,0.6954899282425465
2016-08-08,14.136500488364009,0.8716532534693284,0.806435253490119
2016-08-12,14.096795092737532,0.8690476124962583,1.0
2016-08-16,14.060727419294542,0.8664795522017266,0.5044638969519759
2016-08-19,14.016968526479042,0.8638350500580214,0.9075337142929464
2016-08-23,13.96181550963135,0.8606031866590151,0.9837435316829102
2016-08-28,13.88965153450968,0.8564521416288969,0.5826309789306665
2016-08-31,13.86104507114979,0.8543090554355616,0.7325113633209879
2016-09-01,13.846066605713029,0.8533387745572011,1.0
2016-09-12,13.779610914823706,0.8492453677756661,0.8793068336162854
2016-09-21,13.769445669059673,0.8492105844351875,0.9856270522375564
2016-09-24,13.78654256281786,0.8507227840946194,0.949161118156905
2016-09-30,13.864878642424094,0.8566910048178153,0.9897898285049228
2016-10-01,13.88160071949664,0.8576221910902148,0.9919179113727812
2016-10-06,13.975956670256393,0.8632833242166145,1.0
2016-10-12,14.013003575534428,0.8636869021266381,0.865803478567517
2016-10-15,14.017451030533913,0.8632042488008239,0.8672999067598512
2016-10-18,14.03059152374157,0.8633632130140371,0.9931112942163688
2016-10-24,14.012446794743472,0.8624960692149999,0.9573783856536972
2016-10-30,14.017599188153154,0.8639635064808207,0.971734296806912
2016-11-01,14.062289923749002,0.8670654695412442,0.9989311036465718
2016-11-05,14.14236851720936,0.8722587606565505,0.9741783716227204
2016-11-11,14.19426662192698,0.8747715864577875,0.9916531009232876
2016-11-17,14.26089981151132,0.8808536290102573,0.9821942998174846
2016-11-19,14.264253931723092,0.8813168736509244,1.0
2016-11-23,14.282952505269249,0.882984408188061,0.9925325822396136
2016-11-29,14.374040715339122,0.8845404497760729,0.9350425925363186
2016-12-01,14.38455817348278,0.8849542690977352,0.9899931178613536
2016-12-05,14.39907246887521,0.8854653395312075,0.9827936652404584
2016-12-11,14.446856105572486,0.8885379475075544,0.980790016868136
2016-12-17,14.562671247687575,0.8945769283675647,0.9729169331695198
2016-12-23,14.639507187714877,0.900282613063849,0.8560723426763837
2016-12-29,14.795691315743053,0.910587491130582,0.983940452875362
2017-01-01,14.776414283457216,0.9092913888722992,0.9963049530295256
2017-01-04,14.782139207189292,0.9099644747799924,0.9829772493558704
2017-01-10,14.90547532932236,0.918684402711256,0.9964014072072498
2017-01-16,15.053169009318283,0.9278292781460584,0.9892259987188908
2017-01-22,15.133855442357168,0.9336761606003549,0.9975916266273815
2017-01-28,15.106712552355836,0.9286973693435993,0.9825024721665454
2017-01-29,15.13272889074768,0.930633974385643,0.906682256780246
2017-02-01,15.226639162698884,0.93732858773392,0.9981348403300442
2017-02-03,15.269133357396203,0.9400796851788522,0.7318471846203507
2017-02-09,15.381856040282402,0.9467059355752602,0.783589292737789
2017-02-15,15.484056478053065,0.9534015576930488,0.99919915428648
2017-02-21,15.569721437701352,0.9579292336755064,0.9669161703013982
2017-02-27,15.601387813229357,0.9573758234355708,0.9090870067522112
2017-03-01,15.603264100160043,0.957154558609614,0.7408448641636638
2017-03-11,15.674235776534864,0.9607849285488856,0.9520668443819528
2017-03-17,15.697898399903249,0.9604640326055724,0.9657400212747858
2017-03-23,15.757848505050912,0.964319094674154,0.816839024151885
2017-03-29,15.77455855287512,0.9663369084453044,0.7482047231342288
2017-04-01,15.806521361010462,0.9686407988195386,0.9802322118960212
2017-04-04,15.850673704533438,0.9718004657963206,0.8295314185236022
2017-04-15,16.015500767128092,0.9844603411029772,0.9971553223927968
2017-04-16,16.02979284633911,0.9855268497526616,0.983509371413453
2017-04-22,16.101652130755653,0.989177235011492,0.9811412410902872
2017-04-27,16.15565551981039,0.9936594103149172,0.6953205421839432
2017-04-28,16.152829495524408,0.9937208153365276,0.9281910495868406
2017-05-01,16.235946939757532,0.9990071321942264,0.9361588299201108
2017-05-10,16.305430741306722,1.0034628091350946,0.9447218299914232
2017-05-15,16.327829321828677,1.0049519208275437,0.997207900578462
2017-05-16,16.333549037857626,1.005338705695384,0.9644400237781504
2017-05-22,16.28075359714219,1.0016829460977152,0.9740585612487972
2017-05-25,16.286951816696384,1.0012864068824148,0.90195246567954
2017-05-28,16.28574706788229,1.0005656216452965,0.8548462332855369
2017-06-01,16.278186548255395,1.000683701096272,1.0
2017-06-03,16.272687520826782,1.0005824775483003,0.9838020254441228
2017-06-05,16.27628999906271,1.0006104929870931,0.9435169664337024
2017-06-09,16.28950983788741,1.000807375358136,0.982600682537378
2017-06-15,16.278650858435455,0.9994630657971711,0.9971490454975942
2017-06-16,16.288720491117218,1.000159397902782,0.9930339744221932
2017-06-21,16.343721522235633,1.0038881851916923,0.9626253544906558
2017-06-27,16.34447849094715,1.0015374684315588,0.9920130357786692
2017-07-01,16.302155858020058,0.9998952519003989,1.0
2017-07-03,16.281342185980375,0.999181849119659,0.932119544128364
2017-07-08,16.265192949095347,0.998131763077531,0.8743362725521908
2017-07-09,16.266197534756976,0.9981006217972132,0.9871210319036536
2017-07-15,16.25786926871391,0.9961566388468928,0.9971105393529324
2017-07-21,16.34228617220944,1.0024069022805149,0.9905535103868276
2017-07-27,16.466297919866633,1.0115897949675456,0.9741830040232646
2017-08-01,16.406698661590003,1.0076401800034136,0.9969700859328184
2017-08-02,16.394160898568614,1.0068010418400786,0.9905150719270523
2017-08-08,16.327696744349055,1.0039097485376842,0.9835615754337836
2017-08-10,16.318327372985596,1.0037017318937975,0.9146847247500368
2017-08-14,16.299016853719905,1.0030673516025894,0.990868614008096
2017-08-15,16.30416179025352,1.0036812223825256,0.9971592478047908
2017-08-20,16.341046529497447,1.0073592916270302,0.9864399316195724
2017-08-21,16.34304625123329,1.0072028193874838,0.9977447346393784
2017-08-26,16.358531759127874,1.006483008120627,0.9931783445654316
2017-09-01,16.385856420844082,1.0084919928403742,1.0
2017-09-07,16.237176397619475,0.9992093862546988,0.8448406331925318
2017-09-08,16.255409826810933,1.0006061145223222,0.9915275314943528
2017-09-13,16.345281764802913,1.0070094564869514,0.9796462523990968
2017-09-19,16.37664805800353,1.007382572831288,0.9950680559491232
2017-09-25,16.293506634331028,1.002284983032188,0.5518963156731949
2017-10-01,16.258340589507046,0.999330656380129,0.9995855787068564
2017-10-07,16.357390620492758,1.0062113807520832,0.9816637675762884
2017-10-13,16.583654382551476,1.0212245939085065,1.0
2017-10-15,16.621548552947026,1.023578004443224,0.9954972930538456
2017-10-25,16.70539681887462,1.029289424146253,0.9611475002218788
2017-10-31,16.556880335861603,1.0197639689277298,0.6323670886068526
2017-11-01,16.57629863215895,1.021056581434996,0.9916386847259372
2017-11-06,16.695966998447158,1.0291982478809216,0.9940188586324
2017-11-12,16.71649952008703,1.0318956099610672,0.9806002851928768
2017-11-18,16.799539730148158,1.036410400736382,0.996953415984513
2017-11-24,16.778340378033164,1.03666595071399,0.8035787521036839
2017-11-30,16.784653630967327,1.03651644400244,0.9802815360604306
2017-12-01,16.78889523690793,1.0366843521080722,0.9999999999999998
2017-12-06,16.749477183254672,1.0329880064336876,0.6830528906572935
2017-12-12,16.818375581252294,1.0372522684738084,0.997886943567898
2017-12-24,16.740920344918067,1.0330511462364351,0.9448260211543716
2017-12-30,16.731190494148542,1.0326962399818154,0.9966048178354556
2017-12-31,16.73760091183841,1.0331152439042828,1.0
2018-01-01,16.74296795178253,1.033456452087541,0.9411560112402138
2018-01-05,16.80075345599786,1.037722130466217,1.0
2018-01-11,16.854037409308855,1.0411449182253982,0.9885194350306522
2018-01-17,16.795222129395317,1.0364975956760691,1.0
2018-01-23,16.93743104080322,1.0493913614858348,0.9936679079143738
2018-01-29,16.88395301618534,1.0439875327310628,0.9982488334668934
2018-02-01,16.92287684604564,1.046753331350183,0.9258906404784764
2018-02-04,16.94886991818367,1.0484884719766965,0.9851957162720018
2018-02-10,16.979989796158517,1.0540474723110405,0.9912539254171028
2018-02-16,16.685116818855832,1.0311970777058506,0.8025069677260277
2018-02-22,16.573670956785907,1.023296583009212,0.9556872397913848
2018-02-28,16.567059273766393,1.0222129595273493,0.952081957909944
2018-03-01,16.551535864347652,1.021440171909097,0.9961419806567446
2018-03-06,16.470079398925055,1.0171718571572907,0.9838336004687892
2018-03-12,16.531608253461517,1.0220299118888214,0.5891324877011868
2018-03-15,16.6020453062912,1.0275619711918256,0.9970847887219656
2018-03-18,16.644346505071045,1.0311781535596976,0.9881032193680488
2018-03-24,16.363578582533794,1.009028875253901,0.9595834838242956
2018-03-30,16.390717368447223,1.011564574091325,0.9239403782635632
2018-04-01,16.35765330007662,1.0093217528291485,1.0
2018-04-05,16.335701401416188,1.008151932534621,0.9543336458229812
2018-04-11,16.444220086604343,1.0150023125189422,0.9297430905125472
2018-04-15,16.429362518422103,1.014295352595184,0.99090382372011
2018-04-23,16.52669884793957,1.0222388627314885,1.0
2018-04-29,16.66788770811553,1.0300582401373064,0.7126828261621965
2018-05-01,16.698223408377224,1.0319835678574056,1.0
2018-05-05,16.737717090737693,1.034095045665984,0.893069841237677
2018-05-11,17.01365133086195,1.0494819362834813,0.5694938818114242
2018-05-15,17.170917691552578,1.0578655295467718,0.997117191498524
2018-05-17,17.20672572282364,1.0595458954766976,0.7943358681953359
2018-05-23,17.202716537708437,1.0589093251299704,0.9844866122479308
2018-05-29,17.293528622645564,1.067327337980683,0.9597291150706246
2018-06-01,17.205494842394614,1.0620124353442422,0.9859066413459118
2018-06-03,17.1439758843972,1.0582957627639091,0.93071268519093
2018-06-04,17.108856115879878,1.0561595202853329,0.9312685188142884
2018-06-10,17.078093187707907,1.0544146823095406,0.9882609487555571
2018-06-15,16.96936122428261,1.0474027980820286,0.9970556838130152
2018-06-16,16.957940869720197,1.0465905930491122,0.9722153173389786
2018-06-22,17.012199711366982,1.0508961636963383,0.9888903629495408
2018-06-28,17.062659288317327,1.0538915713385169,0.9246135434038468
2018-07-01,17.056066669145796,1.052931918073091,0.9972924540839267
2018-07-04,17.055245895780935,1.0525433310843255,0.987947675183398
2018-07-06,17.055876681541296,1.052674837265803,0.97205431518373
2018-07-10,17.07500724243218,1.0541324508446888,0.9733597338772786
2018-07-15,17.13830965072304,1.0582542652327054,0.9802342280329678
2018-07-16,17.149315898484783,1.0590256454652656,0.9787473231409024
2018-07-22,17.150764274249024,1.059545438790893,0.9606353137082524
2018-07-28,17.22666142903317,1.065915384064131,0.9886062088373612
2018-08-01,17.31039850465467,1.0712826512225662,1.0
