mid_date, v [m/yr], satellite, dt (days),rolling_avg
2016-04-19,584, Sentinel 2,10,
2016-04-19,520, Sentinel 2,10,
2016-04-29,443, Sentinel 2,10,
2016-05-02,439, Sentinel 2,10,
2016-05-02,439, Sentinel 2,10,
2016-05-09,362, Sentinel 2,10,
2016-05-12,372, Sentinel 2,10,
2016-05-12,332, Sentinel 2,10,
2016-05-22,478, Sentinel 2,10,
2016-06-01,483, Sentinel 2,10,
2016-07-11,457, Sentinel 2,10,
2016-07-21,483, Sentinel 2,10,
2016-07-28,489, Sentinel 2,10,
2016-07-28,489, Sentinel 2,10,
2016-07-31,525, Sentinel 2,10,
2016-07-31,509, Sentinel 2,10,
2016-08-21,472, Sentinel 1,12,
2016-08-26,490, Sentinel 1,12,
2016-08-27,470, Sentinel 2,10,
2016-08-27,460, Sentinel 2,10,
2016-09-06,489, Sentinel 2,10,
2016-09-06,489, Sentinel 2,10,
2016-09-07,448, Sentinel 1,12,
2016-09-09,417, Sentinel 1,12,
2016-09-14,452, Sentinel 1,12,
2016-09-19,525, Sentinel 1,12,
2016-09-23,345, Sentinel 1,6,
2016-09-29,440, Sentinel 1,6,
2016-10-29,457, Sentinel 2,10,
2016-10-29,400, Sentinel 2,10,458.6
2016-11-22,553, Sentinel 1,6,457.56666666666666
2017-01-09,300, Sentinel 1,6,450.23333333333335
2017-01-15,520, Sentinel 1,6,452.8
2017-01-16,160, Sentinel 1,6,443.5
2017-06-06,348, Sentinel 2,10,440.46666666666664
2017-06-06,390, Sentinel 2,10,441.4
2017-06-13,478, Sentinel 2,10,444.93333333333334
2017-06-13,458, Sentinel 2,10,449.1333333333333
2017-06-23,406, Sentinel 2,10,446.73333333333335
2017-06-23,415, Sentinel 2,10,444.46666666666664
2017-07-01,428, Sentinel 2,5,443.5
2017-07-01,428, Sentinel 2,5,441.6666666666667
2017-07-06,543, Sentinel 2,10,443.46666666666664
2017-07-06,535, Sentinel 2,10,445.0
2017-07-08,598, Sentinel 1,6,447.43333333333334
2017-07-10,477, Sentinel 1,12,446.3666666666667
2017-07-17,457, Sentinel 1,12,445.8666666666667
2017-07-22,578, Sentinel 1,12,448.8
2017-07-23,432, Sentinel 2,10,447.53333333333336
2017-07-23,431, Sentinel 2,10,446.56666666666666
2017-07-29,493, Sentinel 2,5,446.7
2017-07-29,529, Sentinel 2,5,448.03333333333336
2017-07-31,493, Sentinel 2,10,449.53333333333336
2017-07-31,440, Sentinel 2,5,450.3
2017-07-31,484, Sentinel 2,5,451.3666666666667
2017-07-31,478, Sentinel 2,10,449.8
2017-08-03,394, Sentinel 2,5,451.43333333333334
2017-08-03,393, Sentinel 2,5,449.8666666666667
2017-08-05,543, Sentinel 2,10,452.73333333333335
2017-08-07,511, Sentinel 2,10,456.43333333333334
2017-08-07,488, Sentinel 2,10,454.26666666666665
2017-08-07,389, Sentinel 1,6,457.23333333333335
2017-08-08,622, Sentinel 2,5,460.6333333333333
2017-08-10,417, Sentinel 1,12,469.2
2017-08-10,506, Sentinel 2,10,474.46666666666664
2017-08-10,512, Sentinel 2,10,478.53333333333336
2017-08-12,416, Sentinel 1,6,476.46666666666664
2017-08-13,335, Sentinel 2,5,472.3666666666667
2017-08-13,786, Sentinel 1,6,485.03333333333336
2017-08-16,426, Sentinel 1,12,485.4
2017-08-18,455, Sentinel 1,6,486.3
2017-08-19,322, Sentinel 1,6,482.76666666666665
2017-08-21,489, Sentinel 1,12,480.96666666666664
2017-08-22,387, Sentinel 1,12,476.03333333333336
2017-08-27,452, Sentinel 1,12,471.1666666666667
2017-08-31,492, Sentinel 1,6,471.6666666666667
2017-09-03,431, Sentinel 1,12,470.8
2017-09-05,198, Sentinel 1,6,458.1333333333333
2017-09-11,358, Sentinel 1,6,455.6666666666667
2017-09-14,559, Sentinel 1,12,459.93333333333334
2017-09-15,487, Sentinel 1,12,459.73333333333335
2017-09-20,462, Sentinel 1,12,457.5
2017-09-29,563, Sentinel 1,6,459.8333333333333
2017-10-02,529, Sentinel 2,5,462.8
2017-10-05,824, Sentinel 1,6,474.1333333333333
2017-10-09,404, Sentinel 2,10,471.6666666666667
2017-10-09,415, Sentinel 2,10,472.3666666666667
2017-10-19,584, Sentinel 2,10,478.73333333333335
2017-10-19,511, Sentinel 2,10,477.6666666666667
2017-12-28,394, Sentinel 1,6,473.76666666666665
2017-12-29,328, Sentinel 1,6,468.43333333333334
