gate,mean_x,mean_y,lon,lat,n_pixels,sector,region,Bjork_2015,Mouginot_2019,Zwally_2012,Moon_2008,Moon_2008_dist
296,159733,-2942466,-41.8934307626819,63.2716132061372,18,126,SE,Apusiigajik,SKINFAXE,43,192,5312
297,141457,-2946614,-42.250839224148,63.2430140781714,21,193,SE,Rimfaxe,RIMFAXE,43,193,4375
298,121900,-2987722,-42.6636934664005,62.8921292995267,13,125,SE,Heimdal Gletsjer,HEIMDAL_GLETSCHER,43,194,4624
299,88500,-3000900,-43.3109235640008,62.7870298238066,6,80,SE,Heimdal Gletsjer,TINGMIARMIUT_FJORD,43,195,5670
300,88400,-3005500,-43.3135080469619,62.7468356733252,16,80,SE,Heimdal Gletsjer,TINGMIARMIUT_FJORD,43,195,4943
301,94600,-3016800,-43.2022307641033,62.6456087972758,6,243,SE,Heimdal Gletsjer,MOGENS_HEINESEN_N,43,226,10364
302,97611,-3024300,-43.1498459032583,62.5801600885244,11,243,SE,Heimdal Gletsjer,MOGENS_HEINESEN_N,43,226,2440
303,97800,-3034400,-43.1522898616273,62.4910697387826,13,231,SE,Heimdal Gletsjer,MOGENS_HEINESEN_C,43,227,2001
304,103671,-3048100,-43.0516182322319,62.3707356686818,15,65,SE,Sikuijivittip Apusiia,MOGENS_HEINESEN_S,43,228,2545
305,117266,-3048400,-42.7965825942446,62.3629486344228,8,108,SE,Sikuijivittip Apusiia,MOGENS_HEINESEN_SS_SSS,43,228,13038
306,-210925,-3058650,-48.9449062242049,62.2302703182103,17,19,SW,Avannarleq Br,AVANNARLEQ-NIGERLIKASIK,50,206,4501
308,129360,-3059300,-42.5799639059125,62.2645687665442,26,108,SE,Sikuijivittip Apusiia,MOGENS_HEINESEN_SS_SSS,43,229,3591
309,-200800,-3075350,-48.7344712536128,62.0918005583755,7,19,SW,Nigerlikasik Br,AVANNARLEQ-NIGERLIKASIK,50,205,15204
310,125235,-3082017,-42.6720884754178,62.0673677467724,36,107,SE,Sikuijivittip Apusiia,PUISORTOQ_N,50,196,11272
311,-197600,-3090200,-48.6573016304854,61.9631453707865,18,69,SW,Uukkaasorsuaq,UKAASORSUAQ,50,205,3524
312,126200,-3099733,-42.6668406831597,61.9137809499851,17,209,SE,Sikuijivittip Apusiia,PUISORTOQ_S,50,230,4336
313,129400,-3103500,-42.6107140587477,61.8795623717764,14,209,SE,Sikuijivittip Apusiia,PUISORTOQ_S,50,230,4078
314,116937,-3106200,-42.8449233449667,61.859545472368,11,210,SE,Sikuijivittip Apusiia,NAPASORSUAQ_N,50,231,4184
316,113775,-3110137,-42.90642972685,61.8275097239082,26,210,SE,Sikuijivittip Apusiia,NAPASORSUAQ_N,50,232,3817
317,110900,-3124100,-42.9670949873226,61.7065906098003,3,66,SE,Sikuijivittip Apusiia,NAPASORSUAQ_C_S,50,197,6153
318,123300,-3127500,-42.7424395673245,61.6729841803704,5,66,SE,Sikuijivittip Apusiia,NAPASORSUAQ_C_S,50,198,5040
319,125750,-3130800,-42.7010356443772,61.642592983136,3,66,SE,Sikuijivittip Apusiia,NAPASORSUAQ_C_S,50,198,5370
320,101912,-3132000,-43.1367430798167,61.6396770778186,13,117,SE,Sikuijivittip Apusiia,ANORITUUP_KANGERLUA,50,199,5631
321,-177100,-3133077,-48.2357053005447,61.6018763549302,16,20,SW,Sermiligaarsuup Sermia,SERMILIGAARSSUK_BRAE,50,204,4254
322,110200,-3133300,-42.9840194871785,61.6267694771136,3,117,SE,Sikuijivittip Apusiia,ANORITUUP_KANGERLUA,50,199,6658
323,99800,-3140575,-43.1781777704195,61.5671996706498,15,117,SE,Sikuijivittip Apusiia,ANORITUUP_KANGERLUA,50,199,6041
325,106700,-3149357,-43.0596781817574,61.4887706056499,17,118,SE,Sikuijivittip Apusiia,UNNAMED_ANORITUUP_KANGERLUA_S,50,233,3656
326,123400,-3154600,-42.7582631475272,61.4365253663679,6,116,SE,Sikuijivittip Apusiia,UNNAMED_ANORITUUP_KANGERLUA_SS,50,200,6215
327,124200,-3157300,-42.7456116154272,61.4136689912936,7,116,SE,Sikuijivittip Apusiia,UNNAMED_ANORITUUP_KANGERLUA_SS,50,200,6245
328,111750,-3161600,-42.9767777501091,61.3795385103021,7,116,SE,Sikuijivittip Apusiia,UNNAMED_ANORITUUP_KANGERLUA_SS,50,233,13902
329,-42225,-3165800,-45.7658052937565,61.3577157876106,17,21,SW,Eqalorutsit Kangilliit Sermiat,QAJUUTTAP_SERMIA,50,203,4091
330,90980,-3168140,-43.3566725862056,61.3297313747766,16,115,SE,Tretungegletsjer,UNNAMED_HERLUF_TROLLE_N,50,201,4842
331,-60300,-3169000,-46.0903965996375,61.3273795551755,8,134,SW,Eqalorutsit Killiit Sermiat,EQALORUTSIT_KILLIIT_SERMIAT,50,203,16925
332,-68150,-3173300,-46.229737622146,61.2895242160887,38,134,SW,Eqalorutsit Killiit Sermiat,EQALORUTSIT_KILLIIT_SERMIAT,50,203,25017
334,-8250,-3180400,-45.1497974005539,61.2332348047798,14,22,SW,Kiattuut Sermiat,KIATTUUT-QOOQQUP,50,236,2349
335,93633,-3181900,-43.3134183524772,61.2091963258335,11,114,SE,Sermeq,UNNAMED_HERLUF_TROLLE_S,50,234,1873
336,59557,-3191957,-43.932280123036,61.1295243051937,28,113,SE,Sermeq,UNNAMED_KANGERLULUK,50,202,34749
337,-88916,-3198000,-46.5926411914538,61.0697900671,15,136,SW,Naajat Sermiat,NAAJAT_SERMIAT,50,203,53593
338,-107350,-3199066,-46.9213952799141,61.0562196732551,23,132,SW,Sermilik,SERMILIK,50,203,70370
339,87100,-3199900,-43.4409917807206,61.0546101774762,3,112,SE,Sermeq,HERLUF_TROLLE-KANGERLULUK-DANELL,50,202,15693
340,74100,-3201200,-43.6742087266484,61.0453032144107,8,113,SE,Sermeq,UNNAMED_KANGERLULUK,50,202,18044
341,75550,-3201200,-43.6491642291323,61.0450195106432,5,113,SE,Sermeq,UNNAMED_KANGERLULUK,50,202,17194
343,80600,-3213233,-43.5615377357617,60.939834923482,15,120,SE,Sermeq,UNNAMED_DANELL_FJORD,50,202,5063
344,73700,-3225300,-43.6911759822422,60.8372494027178,16,110,SE,Sermeq,UNNAMED_SOUTH_DANELL_FJORD,50,235,3100
346,63200,-3235600,-43.8794666677074,60.7490237056833,3,111,SE,Sermeq,SOUTHERN_TIP,50,238,5330
347,92500,-3238500,-43.3641011111512,60.7186784659624,7,111,SE,Sermeq,SOUTHERN_TIP,50,235,21458
348,62700,-3238300,-43.8909788227596,60.7265954487289,3,111,SE,Sermeq,SOUTHERN_TIP,50,238,4893
349,64625,-3243200,-43.8573685381566,60.6829356942162,5,111,SE,Sermeq,SOUTHERN_TIP,50,238,5438
350,84500,-3242900,-43.5075670651989,60.6824568284153,3,111,SE,Sermeq,SOUTHERN_TIP,50,238,17446
351,44300,-3244100,-44.2178621551896,60.6789730925892,9,111,SE,Sermeq,SOUTHERN_TIP,50,238,23914
