mid_date, v [m/yr], satellite, dt (days)
2021-08-10,358, Sentinel 1,6
2019-08-30,656, Sentinel 2,5
2018-06-11,353, Sentinel 2,5
2018-04-03,380, Sentinel 1,6
2022-06-25,478, Sentinel 2,5
2018-04-22,546, Sentinel 2,5
2022-05-04,844, Sentinel 2,5
2016-05-02,439, Sentinel 2,10
2021-10-16,415, Sentinel 2,5
2016-05-22,478, Sentinel 2,10
2019-05-29,493, Sentinel 2,10
2016-07-21,483, Sentinel 2,10
2021-09-13,539, Sentinel 2,5
2016-09-06,489, Sentinel 2,10
2021-07-25,525, Sentinel 2,5
2018-07-21,561, Sentinel 2,5
2016-07-28,489, Sentinel 2,10
2017-07-17,457, Sentinel 1,12
2019-12-18,695, Sentinel 1,6
2020-01-05,489, Sentinel 1,6
2021-09-10,437, Sentinel 2,10
2020-07-13,558, Sentinel 2,5
2022-10-18,399, Sentinel 2,10
2019-08-15,675, Sentinel 2,5
2021-04-11,353, Sentinel 2,5
2022-06-30,321, Sentinel 2,5
2020-01-18,452, Sentinel 1,6
2020-07-20,499, Sentinel 2,5
2018-08-10,476, Sentinel 2,10
2020-08-29,467, Sentinel 2,10
2018-08-30,664, Sentinel 2,5
2017-08-03,394, Sentinel 2,5
2022-08-22,581, Sentinel 2,5
2015-09-20,490, Sentinel 1,12
2022-05-29,478, Sentinel 2,5
2018-10-07,269, Sentinel 1,6
2018-12-19,390, Sentinel 1,6
2016-11-22,553, Sentinel 1,6
2022-09-08,428, Sentinel 2,5
2017-08-07,389, Sentinel 1,6
2021-07-23,459, Sentinel 2,5
2017-07-10,477, Sentinel 1,12
2020-08-09,499, Sentinel 2,10
2021-08-04,359, Sentinel 2,5
2020-07-17,450, Sentinel 2,10
2021-07-25,491, Sentinel 2,10
2019-06-03,406, Sentinel 2,10
2021-07-18,499, Sentinel 2,5
2021-04-17,347, Sentinel 1,6
2018-09-27,484, Sentinel 1,12
2017-06-23,415, Sentinel 2,10
2018-08-15,511, Sentinel 2,10
2022-08-19,547, Sentinel 2,10
2021-07-12,291, Sentinel 2,10
2022-05-08,719, Sentinel 2,10
2022-06-03,581, Sentinel 2,5
2017-08-13,335, Sentinel 2,5
2018-12-24,263, Sentinel 1,6
2019-03-08,374, Sentinel 2,5
2021-01-23,509, Sentinel 1,6
2019-03-10,399, Sentinel 2,10
2020-07-27,448, Sentinel 2,10
2017-06-13,458, Sentinel 2,10
2020-05-11,278, Sentinel 2,5
2021-07-28,605, Sentinel 2,5
2018-11-05,740, Sentinel 1,6
2018-08-27,561, Sentinel 2,10
2017-07-29,529, Sentinel 2,5
2019-06-13,395, Sentinel 2,10
2019-06-03,415, Sentinel 2,10
2020-07-18,399, Sentinel 2,5
2021-04-26,326, Sentinel 2,10
2020-08-04,489, Sentinel 2,5
2018-08-28,387, Sentinel 1,12
2022-06-05,383, Sentinel 2,5
2017-06-13,478, Sentinel 2,10
2018-10-02,478, Sentinel 2,5
2021-09-26,477, Sentinel 2,5
2018-03-08,420, Sentinel 2,10
2022-08-06,475, Sentinel 2,10
2020-09-25,329, Sentinel 1,6
2021-06-13,525, Sentinel 2,5
2022-05-29,255, Sentinel 2,5
2022-07-30,464, Sentinel 2,5
2019-11-01,529, Sentinel 2,5
2017-08-31,492, Sentinel 1,6
2017-10-19,584, Sentinel 2,10
2017-07-06,535, Sentinel 2,10
2018-01-22,293, Sentinel 1,6
2017-09-05,198, Sentinel 1,6
2022-05-06,708, Sentinel 2,5
2017-10-19,511, Sentinel 2,10
2018-04-27,349, Sentinel 1,6
2020-09-06,493, Sentinel 2,5
2022-07-25,510, Sentinel 2,5
2021-09-21,541, Sentinel 2,5
2019-07-21,396, Sentinel 2,5
2020-09-28,551, Sentinel 2,10
2017-09-29,563, Sentinel 1,6
2022-05-04,830, Sentinel 2,5
2019-12-20,550, Sentinel 1,6
2018-12-23,559, Sentinel 1,6
2022-10-11,380, Sentinel 2,5
2019-08-30,656, Sentinel 2,5
2021-09-13,464, Sentinel 2,5
2021-10-08,478, Sentinel 2,10
2021-09-03,470, Sentinel 2,10
2020-07-08,399, Sentinel 2,5
2019-08-12,488, Sentinel 2,10
2022-10-03,582, Sentinel 2,10
2016-05-09,362, Sentinel 2,10
2022-10-28,535, Sentinel 2,10
2021-10-03,368, Sentinel 1,6
2022-07-27,436, Sentinel 2,10
2018-09-10,485, Sentinel 1,12
2020-01-23,359, Sentinel 1,6
2021-04-26,302, Sentinel 2,10
2022-08-19,424, Sentinel 1,12
2022-05-31,342, Sentinel 2,10
2016-04-19,520, Sentinel 2,10
2022-06-12,595, Sentinel 2,10
2018-07-09,502, Sentinel 2,5
2021-08-16,280, Sentinel 1,6
2020-06-17,426, Sentinel 2,10
2022-04-06,417, Sentinel 2,5
2021-07-10,477, Sentinel 2,10
2017-09-03,431, Sentinel 1,12
2019-10-27,519, Sentinel 2,5
2022-03-30,500, Sentinel 2,5
2021-05-06,512, Sentinel 2,5
2020-01-14,519, Sentinel 1,6
2022-07-12,546, Sentinel 2,10
2016-06-01,483, Sentinel 2,10
2018-08-25,543, Sentinel 2,5
2016-09-23,345, Sentinel 1,6
2022-05-13,367, Sentinel 2,10
2022-05-03,443, Sentinel 2,10
2021-10-08,440, Sentinel 1,6
2021-10-01,500, Sentinel 2,5
2022-03-27,501, Sentinel 2,10
2021-01-31,437, Sentinel 2,10
2019-08-15,646, Sentinel 2,5
2018-06-13,574, Sentinel 2,10
2022-06-15,524, Sentinel 2,10
2018-08-25,603, Sentinel 2,5
2019-10-04,493, Sentinel 2,10
2021-07-02,625, Sentinel 2,10
2021-11-02,560, Sentinel 1,6
2019-08-07,512, Sentinel 2,10
2022-06-25,374, Sentinel 2,5
2022-06-22,495, Sentinel 2,10
2018-03-01,529, Sentinel 2,5
2019-10-08,300, Sentinel 1,6
2021-09-10,418, Sentinel 2,10
2017-10-09,404, Sentinel 2,10
2019-07-11,428, Sentinel 2,5
2017-07-01,428, Sentinel 2,5
2020-08-03,374, Sentinel 1,6
2019-06-19,512, Sentinel 2,5
2018-08-12,492, Sentinel 2,10
2020-04-06,501, Sentinel 2,5
2021-09-08,619, Sentinel 2,5
2018-07-14,353, Sentinel 2,5
2021-08-26,576, Sentinel 1,12
2017-07-31,478, Sentinel 2,10
2021-09-28,470, Sentinel 2,10
2022-09-11,443, Sentinel 2,5
2019-10-24,557, Sentinel 2,5
2018-09-18,261, Sentinel 1,6
2021-07-20,464, Sentinel 2,10
2019-07-19,469, Sentinel 1,12
2021-10-17,385, Sentinel 1,12
2018-08-18,493, Sentinel 2,5
2022-08-22,644, Sentinel 2,5
2022-08-06,478, Sentinel 2,10
2019-06-19,428, Sentinel 2,5
2019-10-31,257, Sentinel 1,6
2020-08-05,439, Sentinel 1,12
2018-08-26,750, Sentinel 1,6
2020-07-18,502, Sentinel 2,5
2019-08-08,661, Sentinel 1,6
2021-09-15,525, Sentinel 2,10
2021-05-04,410, Sentinel 2,5
2019-09-23,455, Sentinel 1,12
2019-09-21,456, Sentinel 2,10
2022-03-29,543, Sentinel 2,10
2022-06-23,420, Sentinel 2,5
2019-10-25,390, Sentinel 1,6
2022-05-26,462, Sentinel 2,10
2020-08-16,523, Sentinel 2,10
2018-04-21,349, Sentinel 1,6
2017-10-09,415, Sentinel 2,10
2021-05-03,446, Sentinel 2,10
2021-10-14,399, Sentinel 1,6
2021-10-13,456, Sentinel 2,10
2021-10-11,512, Sentinel 2,5
2022-06-27,332, Sentinel 2,10
2016-09-14,452, Sentinel 1,12
2018-04-04,502, Sentinel 2,10
2019-07-13,470, Sentinel 2,10
2021-05-11,397, Sentinel 2,5
2019-07-31,391, Sentinel 1,12
2018-04-22,343, Sentinel 1,6
2018-10-18,590, Sentinel 1,6
2022-03-30,656, Sentinel 2,5
2018-10-09,457, Sentinel 2,10
2020-07-17,457, Sentinel 2,10
2021-10-23,519, Sentinel 2,10
2020-03-11,456, Sentinel 1,6
2022-06-05,719, Sentinel 2,10
2022-05-11,676, Sentinel 2,5
2020-01-13,568, Sentinel 1,6
2020-08-29,469, Sentinel 2,10
2021-09-26,438, Sentinel 2,5
2017-08-22,387, Sentinel 1,12
2019-10-26,614, Sentinel 1,6
2020-07-27,448, Sentinel 2,10
2017-08-07,488, Sentinel 2,10
2022-06-15,530, Sentinel 2,10
2019-05-27,901, Sentinel 2,5
2021-05-16,495, Sentinel 2,5
2021-07-28,559, Sentinel 2,5
2018-12-06,702, Sentinel 1,6
2020-08-17,566, Sentinel 2,5
2017-07-08,598, Sentinel 1,6
2022-09-30,529, Sentinel 2,10
2018-09-30,707, Sentinel 1,6
2016-07-11,457, Sentinel 2,10
2019-12-19,528, Sentinel 1,6
2018-08-20,438, Sentinel 2,5
2020-07-10,418, Sentinel 2,10
2021-09-03,594, Sentinel 1,6
2022-06-12,536, Sentinel 2,10
2022-09-10,466, Sentinel 2,10
2018-01-18,424, Sentinel 1,6
2018-09-22,612, Sentinel 2,5
2022-07-22,389, Sentinel 2,10
2021-06-15,496, Sentinel 2,10
2020-08-02,507, Sentinel 1,6
2020-07-07,460, Sentinel 2,10
2021-05-11,587, Sentinel 2,5
2022-09-08,437, Sentinel 2,5
2017-08-12,416, Sentinel 1,6
2022-05-11,645, Sentinel 2,5
2021-08-17,513, Sentinel 2,5
2020-08-22,559, Sentinel 2,5
2018-10-12,547, Sentinel 1,6
2019-08-12,511, Sentinel 2,10
2020-08-17,475, Sentinel 1,12
2022-04-01,605, Sentinel 2,10
2021-06-22,483, Sentinel 2,10
2019-07-06,568, Sentinel 2,5
2021-07-30,396, Sentinel 2,5
2022-03-29,570, Sentinel 2,10
2016-09-19,525, Sentinel 1,12
2017-07-23,431, Sentinel 2,10
2020-07-15,428, Sentinel 2,5
2021-04-16,602, Sentinel 2,10
2022-05-24,551, Sentinel 2,5
2019-09-06,559, Sentinel 2,10
2017-08-16,426, Sentinel 1,12
2022-05-01,363, Sentinel 2,5
2020-08-06,457, Sentinel 2,10
2020-09-08,432, Sentinel 1,6
2019-08-05,622, Sentinel 2,5
2022-07-15,535, Sentinel 2,10
2021-05-16,495, Sentinel 2,5
2019-06-13,406, Sentinel 2,10
2019-10-19,466, Sentinel 2,5
2021-11-07,325, Sentinel 1,6
2021-09-18,656, Sentinel 2,5
2020-05-13,349, Sentinel 2,10
2021-11-07,529, Sentinel 2,5
2020-08-19,469, Sentinel 2,10
2018-10-13,284, Sentinel 1,6
2020-08-19,470, Sentinel 2,10
2016-09-29,440, Sentinel 1,6
2017-08-07,511, Sentinel 2,10
2021-07-25,467, Sentinel 2,10
2021-09-23,484, Sentinel 2,10
2020-10-06,430, Sentinel 2,5
2022-04-04,651, Sentinel 2,5
2017-07-29,493, Sentinel 2,5
2018-09-24,531, Sentinel 2,10
2021-09-01,428, Sentinel 2,5
2018-09-01,236, Sentinel 1,6
2017-07-22,578, Sentinel 1,12
2019-09-14,493, Sentinel 2,5
2021-05-18,418, Sentinel 2,10
2017-08-27,452, Sentinel 1,12
2017-09-20,462, Sentinel 1,12
2019-09-08,170, Sentinel 1,6
2020-04-08,712, Sentinel 2,10
2022-06-05,440, Sentinel 2,5
2019-12-24,376, Sentinel 1,6
2021-09-26,369, Sentinel 1,6
2022-07-15,451, Sentinel 2,10
2022-10-18,415, Sentinel 2,5
2017-06-06,348, Sentinel 2,10
2021-04-11,311, Sentinel 2,5
2020-07-15,362, Sentinel 2,5
2019-10-04,496, Sentinel 2,10
2019-12-12,217, Sentinel 1,6
2022-06-20,660, Sentinel 2,5
2018-08-14,318, Sentinel 1,6
2017-10-05,824, Sentinel 1,6
2021-05-11,383, Sentinel 2,10
2022-05-01,546, Sentinel 2,10
2019-07-16,541, Sentinel 2,5
2021-06-20,653, Sentinel 2,5
2017-08-21,489, Sentinel 1,12
2021-11-01,328, Sentinel 1,6
2019-07-16,519, Sentinel 2,5
2019-09-14,291, Sentinel 1,6
2021-07-27,478, Sentinel 2,10
2018-10-29,587, Sentinel 2,10
2022-06-23,371, Sentinel 2,5
2021-07-25,559, Sentinel 2,5
2020-08-04,437, Sentinel 2,5
2021-10-20,654, Sentinel 1,6
2019-08-22,509, Sentinel 2,10
2020-01-24,231, Sentinel 1,6
2021-05-08,438, Sentinel 2,10
2018-09-27,675, Sentinel 2,5
2019-08-25,426, Sentinel 2,10
2020-12-06,507, Sentinel 1,6
2022-07-20,311, Sentinel 2,5
2022-07-25,445, Sentinel 2,10
2022-09-13,524, Sentinel 2,5
2022-04-09,335, Sentinel 2,5
2022-07-30,459, Sentinel 2,5
2021-07-27,478, Sentinel 2,10
2021-10-05,457, Sentinel 2,10
2020-08-24,499, Sentinel 2,5
2018-10-06,717, Sentinel 1,6
2018-08-25,503, Sentinel 1,6
2020-09-04,478, Sentinel 1,12
2018-08-17,530, Sentinel 1,12
2022-10-03,590, Sentinel 2,5
2022-04-04,619, Sentinel 2,5
2021-06-22,464, Sentinel 2,10
2017-09-15,487, Sentinel 1,12
2019-05-29,470, Sentinel 2,10
2018-08-20,415, Sentinel 2,5
2019-08-08,493, Sentinel 2,5
2016-05-12,372, Sentinel 2,10
2021-06-13,512, Sentinel 2,5
2022-04-06,433, Sentinel 2,10
2021-09-01,416, Sentinel 2,5
2017-12-30,187, Sentinel 1,6
2020-08-09,493, Sentinel 2,5
2021-10-21,386, Sentinel 1,6
2021-09-25,457, Sentinel 2,10
2019-08-29,416, Sentinel 1,12
2021-10-18,510, Sentinel 2,5
2020-01-20,513, Sentinel 1,6
2018-08-29,415, Sentinel 1,12
2022-07-20,311, Sentinel 2,5
2017-08-10,417, Sentinel 1,12
2018-10-19,396, Sentinel 1,6
2017-10-02,529, Sentinel 2,5
2020-08-16,519, Sentinel 2,10
2017-08-10,512, Sentinel 2,10
2019-09-01,359, Sentinel 1,6
2021-10-13,556, Sentinel 2,5
2021-11-02,473, Sentinel 2,5
2021-10-13,527, Sentinel 2,5
2016-09-09,417, Sentinel 1,12
2022-04-09,270, Sentinel 2,5
2022-07-22,389, Sentinel 2,10
2020-01-17,665, Sentinel 1,6
2020-08-09,541, Sentinel 2,5
2019-08-13,564, Sentinel 2,5
2020-04-11,825, Sentinel 2,5
2022-03-25,464, Sentinel 2,5
2019-08-10,399, Sentinel 2,5
2016-10-29,400, Sentinel 2,10
2017-06-06,390, Sentinel 2,10
2021-01-18,299, Sentinel 1,6
2020-07-15,484, Sentinel 2,10
2019-10-21,457, Sentinel 2,10
2022-07-27,436, Sentinel 2,10
2021-11-08,351, Sentinel 1,6
2018-01-04,836, Sentinel 1,6
2021-06-25,131, Sentinel 2,5
2017-08-08,622, Sentinel 2,5
2021-09-23,484, Sentinel 2,10
2018-09-29,605, Sentinel 2,5
2021-10-05,457, Sentinel 2,10
2018-08-22,448, Sentinel 2,10
2020-08-17,566, Sentinel 2,5
2021-06-18,428, Sentinel 2,5
2021-09-08,590, Sentinel 1,6
2019-08-25,436, Sentinel 2,10
2020-01-13,373, Sentinel 1,6
2018-07-26,409, Sentinel 2,5
2017-08-10,506, Sentinel 2,10
2022-08-16,498, Sentinel 2,10
2022-06-08,426, Sentinel 2,5
2019-08-18,462, Sentinel 2,5
2022-05-16,87, Sentinel 2,5
2019-06-28,509, Sentinel 2,10
2021-07-20,478, Sentinel 2,10
2020-07-10,418, Sentinel 2,10
2018-12-19,326, Sentinel 1,6
2016-05-12,332, Sentinel 2,10
2016-04-19,584, Sentinel 2,10
2022-05-24,644, Sentinel 2,5
2021-01-19,349, Sentinel 1,6
2017-07-31,440, Sentinel 2,5
2021-10-11,502, Sentinel 2,5
2021-10-09,255, Sentinel 1,6
2019-09-22,531, Sentinel 1,12
2017-08-05,543, Sentinel 2,10
2018-09-24,679, Sentinel 1,6
2022-03-25,438, Sentinel 2,5
2020-08-18,478, Sentinel 1,12
2021-09-06,605, Sentinel 2,5
2021-07-02,617, Sentinel 2,10
2021-10-16,478, Sentinel 2,5
2021-07-20,456, Sentinel 2,5
2021-07-22,603, Sentinel 2,10
2021-07-23,464, Sentinel 2,5
2021-10-25,515, Sentinel 2,10
2022-08-21,446, Sentinel 1,12
2018-08-13,529, Sentinel 2,5
2017-07-01,428, Sentinel 2,5
2017-07-31,493, Sentinel 2,10
2018-04-28,387, Sentinel 1,6
2021-07-18,519, Sentinel 2,5
2022-05-03,428, Sentinel 2,10
2019-10-01,529, Sentinel 1,6
2017-12-29,328, Sentinel 1,6
2019-06-06,529, Sentinel 2,5
2017-01-09,300, Sentinel 1,6
2021-12-01,403, Sentinel 1,6
2021-10-27,478, Sentinel 1,6
2019-09-07,503, Sentinel 1,6
2016-09-07,448, Sentinel 1,12
2021-10-26,440, Sentinel 1,6
2020-07-20,484, Sentinel 2,5
2021-06-18,415, Sentinel 2,5
2017-09-11,358, Sentinel 1,6
2017-06-23,406, Sentinel 2,10
2021-09-08,631, Sentinel 2,5
2018-08-15,424, Sentinel 2,10
2022-06-30,360, Sentinel 2,5
2017-07-06,543, Sentinel 2,10
2021-05-28,496, Sentinel 2,10
2020-07-08,362, Sentinel 2,5
2022-09-20,410, Sentinel 2,10
2019-12-20,816, Sentinel 1,6
2022-05-26,519, Sentinel 2,10
2021-04-16,598, Sentinel 2,10
2022-03-27,457, Sentinel 2,10
2021-10-08,460, Sentinel 2,10
2019-08-08,529, Sentinel 2,5
2021-10-11,386, Sentinel 1,12
2021-09-06,529, Sentinel 2,5
2021-06-25,191, Sentinel 2,5
2018-09-22,374, Sentinel 1,12
2019-06-01,623, Sentinel 2,5
2021-10-06,514, Sentinel 2,5
2022-04-01,676, Sentinel 2,10
2016-07-31,525, Sentinel 2,10
2018-09-29,457, Sentinel 2,10
2020-08-24,438, Sentinel 2,5
2018-08-08,578, Sentinel 2,5
2021-10-15,497, Sentinel 1,6
2017-01-16,160, Sentinel 1,6
2021-06-15,454, Sentinel 2,10
2020-08-09,492, Sentinel 2,10
2021-09-13,509, Sentinel 2,10
2022-06-05,445, Sentinel 2,10
2021-05-13,418, Sentinel 2,10
2021-09-28,464, Sentinel 2,10
2021-09-20,475, Sentinel 1,6
2020-06-27,570, Sentinel 2,10
2019-08-10,468, Sentinel 2,10
2021-05-03,446, Sentinel 2,10
2017-12-28,394, Sentinel 1,6
2020-09-07,756, Sentinel 1,6
2021-10-13,405, Sentinel 2,10
2022-09-28,685, Sentinel 2,5
2021-07-03,311, Sentinel 2,5
2019-06-21,473, Sentinel 2,5
2018-08-08,529, Sentinel 2,5
2018-07-14,437, Sentinel 2,5
2021-09-13,511, Sentinel 2,10
2018-07-11,418, Sentinel 2,10
2018-01-03,294, Sentinel 1,6
2021-07-30,339, Sentinel 2,5
2017-09-14,559, Sentinel 1,12
2018-08-31,318, Sentinel 1,6
2019-06-01,627, Sentinel 2,5
2020-08-22,466, Sentinel 2,5
2016-10-29,457, Sentinel 2,10
2018-05-02,348, Sentinel 2,10
2020-08-06,446, Sentinel 1,12
2016-08-27,470, Sentinel 2,10
2021-11-14,249, Sentinel 1,6
2021-08-24,493, Sentinel 2,10
2021-10-02,400, Sentinel 1,6
2017-08-19,322, Sentinel 1,6
2022-06-08,702, Sentinel 2,5
2019-06-21,466, Sentinel 2,5
2016-07-31,509, Sentinel 2,10
2019-09-05,480, Sentinel 1,12
2021-06-25,506, Sentinel 2,10
2019-12-25,290, Sentinel 1,6
2022-04-08,455, Landsat 9,8
2022-03-31,795, Landsat 8,8
2022-05-03,1052, Landsat 9,8
2022-05-10,992, Landsat 9,8
2022-08-07,697, Landsat 9,8
2022-06-05,580, Landsat 8,8
2022-04-16,617, Landsat 8,8
2022-10-09,677, Landsat 8,8
2022-06-13,502, Landsat 9,8
2022-06-21,572, Landsat 8,8
2022-08-15,580, Landsat 8,8
2022-06-27,927, Landsat 9,8
2022-05-28,778, Landsat 9,8
2022-10-19,1214, Landsat 9,8
2022-09-09,157, Landsat 8,8
2022-06-03,704, Landsat 8,8
2022-10-11,261, Landsat 8,8
2022-05-02,332, Landsat 8,8
2022-09-17,609, Landsat 9,8
2013-09-30,749, Landsat 8,8
2022-06-28,593, Landsat 8,8
2022-08-14,496, Landsat 9,8
2022-06-13,708, Landsat 9,8
2022-06-04,1066, Landsat 9,8
2022-06-21,403, Landsat 8,8
2022-10-02,658, Landsat 8,8
2022-04-24,600, Landsat 9,8
2013-08-14,351, Landsat 7,8
2022-07-14,598, Landsat 8,8
2022-11-28,375, Landsat 8,8
2022-05-28,821, Landsat 9,8
