mid_date, v [m/yr], satellite, dt (days)
2022-05-06,6347, Sentinel 2,5
2021-08-14,6500, Sentinel 1,12
2019-01-13,6401, Sentinel 1,6
2017-11-16,6155, Sentinel 1,6
2018-04-27,6098, Sentinel 1,6
2018-06-21,6454, Sentinel 1,6
2022-05-07,6345, Sentinel 2,5
2020-11-12,6285, Sentinel 1,6
2021-05-20,6151, Sentinel 1,12
2019-01-24,5954, Sentinel 1,6
2022-09-08,5994, Sentinel 2,10
2019-10-14,5729, Sentinel 1,6
2016-05-24,5148, Sentinel 1,12
2020-10-07,6555, Sentinel 1,6
2021-05-30,6171, Sentinel 1,6
2020-07-07,6209, Sentinel 1,12
2021-12-14,6607, Sentinel 1,6
2022-07-25,6244, Sentinel 2,5
2021-04-08,6204, Sentinel 2,10
2022-09-04,5989, Sentinel 2,5
2019-07-21,5993, Sentinel 2,5
2019-11-08,5917, Sentinel 2,10
2017-09-29,5836, Sentinel 1,6
2019-04-29,6024, Sentinel 1,6
2021-01-12,5587, Sentinel 1,6
2021-07-14,6297, Sentinel 1,12
2019-12-20,5915, Sentinel 1,6
2020-08-21,6308, Sentinel 1,6
2019-10-28,5626, Sentinel 1,12
2019-07-13,5880, Sentinel 1,12
2018-12-23,6692, Sentinel 1,6
2021-06-28,6046, Sentinel 1,6
2018-07-12,6270, Sentinel 1,12
2020-04-22,6152, Sentinel 1,6
2021-06-22,6069, Sentinel 1,6
2021-08-13,6387, Sentinel 1,12
2022-10-11,5771, Sentinel 2,5
2018-06-18,6241, Sentinel 1,12
2017-05-24,5917, Sentinel 1,12
2019-08-30,5724, Sentinel 2,5
2020-09-19,6015, Sentinel 1,6
2020-06-19,6231, Sentinel 1,12
2018-05-21,6205, Sentinel 1,6
2020-05-19,6055, Sentinel 1,12
2018-09-07,6404, Sentinel 1,6
2019-10-23,5861, Sentinel 1,12
2019-11-04,5861, Sentinel 1,12
2017-07-02,5886, Sentinel 1,6
2021-03-25,6249, Sentinel 1,6
2021-08-04,6294, Sentinel 1,6
2016-07-28,5330, Sentinel 1,12
2021-04-29,5890, Sentinel 1,6
2020-01-07,6636, Sentinel 1,6
2019-09-28,5781, Sentinel 1,12
2022-10-03,5754, Sentinel 2,10
2022-10-28,5495, Sentinel 2,10
2017-06-16,5995, Sentinel 1,12
2022-08-17,5740, Sentinel 2,10
2021-07-28,6221, Sentinel 1,6
2021-10-03,6312, Sentinel 1,6
2022-07-27,6161, Sentinel 2,10
2020-08-26,6191, Sentinel 1,6
2018-08-20,6349, Sentinel 1,6
2016-08-04,5191, Sentinel 1,12
2018-09-10,6311, Sentinel 1,12
2018-01-17,6273, Sentinel 1,6
2022-08-19,6170, Sentinel 1,12
2017-07-01,6017, Sentinel 1,6
2018-02-04,5914, Sentinel 1,6
2019-12-26,6170, Sentinel 1,6
2021-07-31,6300, Sentinel 1,12
2021-02-04,5334, Sentinel 1,6
2017-10-12,5984, Sentinel 1,6
2019-01-22,5893, Sentinel 1,6
2017-08-01,6030, Sentinel 1,6
2020-09-05,6216, Sentinel 1,12
2020-10-02,6242, Sentinel 1,6
2021-08-18,6543, Sentinel 1,12
2018-07-09,6440, Sentinel 2,5
2021-08-16,6758, Sentinel 1,6
2020-06-17,6296, Sentinel 2,10
2022-04-06,6385, Sentinel 2,5
2017-09-03,5874, Sentinel 1,12
2016-04-18,5237, Sentinel 1,12
2020-06-25,6178, Sentinel 1,12
2021-05-18,6179, Sentinel 1,6
2022-09-06,5920, Sentinel 2,5
2022-10-25,5493, Sentinel 1,12
2017-10-20,6447, Sentinel 1,12
2021-08-25,6391, Sentinel 1,12
2019-07-18,5802, Sentinel 1,12
2018-09-09,6302, Sentinel 2,10
2020-06-04,6288, Sentinel 1,6
2018-09-19,6287, Sentinel 2,10
2020-10-01,6119, Sentinel 1,6
2021-09-07,6298, Sentinel 1,12
2021-09-19,6187, Sentinel 1,12
2021-04-11,6242, Sentinel 1,6
2018-01-11,5981, Sentinel 1,6
2019-09-16,5649, Sentinel 1,12
2016-09-23,4966, Sentinel 1,6
2022-03-22,6466, Sentinel 2,5
2020-12-12,6172, Sentinel 1,6
2022-05-13,6325, Sentinel 2,10
2022-05-03,6261, Sentinel 2,10
2021-10-08,6193, Sentinel 1,6
2016-10-01,5200, Sentinel 1,12
