mid_date, v [m/yr], satellite, dt (days),rolling_avg
2016-04-18,7966, Sentinel 1,12,
2016-04-19,7904, Sentinel 2,10,
2016-04-30,7743, Sentinel 1,12,
2016-05-12,8157, Sentinel 2,10,
2016-05-12,7758, Sentinel 1,12,
2016-05-24,7820, Sentinel 1,12,
2016-06-05,7095, Sentinel 1,12,
2016-06-05,7643, Sentinel 1,12,
2016-06-11,8226, Sentinel 2,10,
2016-07-28,8226, Sentinel 2,10,
2016-07-31,8437, Sentinel 2,10,
2016-08-27,8111, Sentinel 2,10,
2016-09-06,7914, Sentinel 2,10,
2016-09-23,7549, Sentinel 1,6,
2016-09-29,7611, Sentinel 1,6,
2016-10-05,6983, Sentinel 1,6,
2016-10-11,7540, Sentinel 1,6,
2016-10-17,7608, Sentinel 1,6,
2016-10-23,7560, Sentinel 1,6,
2016-10-29,7496, Sentinel 1,6,
2016-10-29,7860, Sentinel 2,10,
2017-05-14,10416, Sentinel 1,6,
2017-05-20,10971, Sentinel 1,6,
2017-05-21,11281, Sentinel 1,6,
2017-05-26,10820, Sentinel 1,6,
2017-06-01,11290, Sentinel 1,6,
2017-06-02,10983, Sentinel 1,6,
2017-06-06,11542, Sentinel 2,10,
2017-06-08,10545, Sentinel 1,6,
2017-06-13,11322, Sentinel 2,10,8745.9
2017-06-14,10257, Sentinel 1,6,8822.266666666666
2017-06-20,11249, Sentinel 1,6,8933.766666666666
2017-06-23,11651, Sentinel 2,10,9064.033333333333
2017-06-26,11112, Sentinel 1,6,9162.533333333333
2017-07-01,11055, Sentinel 2,5,9272.433333333332
2017-07-02,10596, Sentinel 1,6,9364.966666666667
2017-07-06,11394, Sentinel 2,10,9508.266666666666
2017-07-19,10537, Sentinel 1,6,9604.733333333334
2017-07-20,10420, Sentinel 1,6,9677.866666666667
2017-07-23,10949, Sentinel 2,10,9768.633333333333
2017-07-25,10538, Sentinel 1,6,9838.666666666666
2017-07-29,11335, Sentinel 2,5,9946.133333333333
2017-07-31,11264, Sentinel 2,10,10057.8
2017-07-31,10920, Sentinel 2,5,10170.166666666666
2017-07-31,10592, Sentinel 1,6,10269.533333333333
2017-08-01,9984, Sentinel 1,6,10369.566666666668
2017-08-03,10980, Sentinel 2,5,10484.233333333334
2017-08-06,10226, Sentinel 1,6,10571.5
2017-08-07,10427, Sentinel 1,6,10667.066666666668
2017-08-07,10874, Sentinel 2,10,10779.666666666666
2017-08-10,11230, Sentinel 2,10,10892.0
2017-08-12,10769, Sentinel 1,6,10903.766666666666
2017-08-13,10696, Sentinel 1,6,10894.6
2017-08-15,11015, Sentinel 2,5,10885.733333333334
2017-08-19,10572, Sentinel 1,6,10877.466666666667
2017-08-20,11164, Sentinel 2,10,10873.266666666666
2017-08-30,10290, Sentinel 1,6,10850.166666666666
2017-08-31,10189, Sentinel 1,6,10805.066666666668
2017-10-09,11661, Sentinel 2,10,10842.266666666666
2017-10-19,12104, Sentinel 2,10,10868.333333333334
