mid_date, v [m/yr], satellite, dt (days),rolling_avg
2016-04-18,7197, Sentinel 1,12,
2016-04-18,7201, Sentinel 1,12,
2016-04-19,7135, Sentinel 2,10,
2016-05-05,7556, Sentinel 1,12,
2016-05-12,7134, Sentinel 1,12,
2016-05-12,7118, Sentinel 2,10,
2016-05-17,7289, Sentinel 1,12,
2016-05-22,7116, Sentinel 1,12,
2016-05-24,7154, Sentinel 1,12,
2016-05-24,7123, Sentinel 1,12,
2016-05-29,7271, Sentinel 1,12,
2016-06-03,7051, Sentinel 1,12,
2016-06-05,6952, Sentinel 1,12,
2016-06-05,7082, Sentinel 1,12,
2016-06-11,7120, Sentinel 2,10,
2016-07-09,7174, Sentinel 1,12,
2016-07-11,7158, Sentinel 1,12,
2016-07-23,7281, Sentinel 1,12,
2016-07-28,7251, Sentinel 1,12,
2016-07-28,7250, Sentinel 2,10,
2016-07-31,7185, Sentinel 2,10,
2016-08-04,7272, Sentinel 1,12,
2016-08-09,7123, Sentinel 1,12,
2016-08-14,7083, Sentinel 1,12,
2016-08-16,7171, Sentinel 1,12,
2016-08-21,7300, Sentinel 1,12,
2016-08-26,6847, Sentinel 1,12,
2016-08-27,7137, Sentinel 2,10,
2016-08-28,7168, Sentinel 1,12,
2016-09-02,7107, Sentinel 1,12,7166.866666666667
2016-09-06,7005, Sentinel 2,10,7160.466666666666
2016-09-09,6984, Sentinel 1,12,7153.233333333334
2016-09-23,6671, Sentinel 1,6,7137.766666666666
2016-09-29,6683, Sentinel 1,6,7108.666666666667
2016-10-11,6979, Sentinel 1,6,7103.5
2016-10-13,6795, Sentinel 1,12,7092.733333333334
2016-10-14,7044, Sentinel 1,12,7084.566666666667
2016-10-17,6991, Sentinel 1,6,7080.4
2016-10-23,6963, Sentinel 1,6,7074.033333333334
2016-10-29,6861, Sentinel 1,6,7065.3
2016-10-29,6810, Sentinel 2,10,7049.933333333333
2016-11-04,6732, Sentinel 1,6,7039.3
2017-05-12,8447, Sentinel 1,12,7089.133333333333
2017-05-14,8685, Sentinel 1,6,7142.566666666667
2017-05-20,8927, Sentinel 1,6,7202.8
2017-05-21,8937, Sentinel 1,6,7261.566666666667
2017-05-26,8837, Sentinel 1,6,7317.533333333334
2017-05-27,8897, Sentinel 1,6,7371.4
2017-05-29,8219, Sentinel 1,12,7403.666666666667
2017-05-30,8725, Sentinel 1,12,7452.833333333333
2017-06-01,9136, Sentinel 1,6,7517.866666666667
2017-06-02,9069, Sentinel 1,6,7577.766666666666
2017-06-06,8923, Sentinel 2,10,7637.766666666666
2017-06-07,9085, Sentinel 1,6,7704.5
2017-06-08,8890, Sentinel 1,6,7761.8
2017-06-11,8831, Sentinel 1,12,7812.833333333333
2017-06-13,8969, Sentinel 2,10,7883.566666666667
2017-06-14,8888, Sentinel 1,6,7941.933333333333
2017-06-17,8763, Sentinel 1,12,7995.1
2017-06-20,9058, Sentinel 1,6,8060.133333333333
2017-06-23,8918, Sentinel 1,12,8123.9
2017-06-23,9104, Sentinel 2,10,8194.566666666668
2017-06-25,9090, Sentinel 1,6,8275.2
2017-06-26,9014, Sentinel 1,6,8352.9
2017-06-28,8683, Sentinel 1,12,8409.7
2017-06-29,8626, Sentinel 1,12,8470.733333333334
2017-07-01,9028, Sentinel 2,5,8536.866666666667
2017-07-01,8552, Sentinel 1,6,8588.9
2017-07-02,9064, Sentinel 1,6,8658.933333333332
2017-07-05,8495, Sentinel 1,12,8713.4
2017-07-06,8875, Sentinel 2,10,8782.233333333334
2017-07-07,9024, Sentinel 1,6,8858.633333333333
2017-07-08,8662, Sentinel 1,6,8865.8
2017-07-10,8275, Sentinel 1,12,8852.133333333333
2017-07-11,8316, Sentinel 1,12,8831.766666666666
2017-07-13,9043, Sentinel 1,6,8835.3
2017-07-14,8793, Sentinel 1,6,8833.833333333334
2017-07-16,8660, Sentinel 1,12,8825.933333333332
2017-07-17,9098, Sentinel 1,12,8855.233333333334
2017-07-19,8674, Sentinel 1,6,8853.533333333333
2017-07-20,8843, Sentinel 1,6,8843.766666666666
2017-07-23,8752, Sentinel 1,12,8833.2
2017-07-23,8912, Sentinel 2,10,8832.833333333334
2017-07-25,9071, Sentinel 1,6,8832.366666666667
2017-07-26,8974, Sentinel 1,6,8835.166666666666
2017-07-28,8979, Sentinel 1,12,8840.1
2017-07-29,9256, Sentinel 2,5,8849.666666666666
2017-07-29,8437, Sentinel 1,12,8834.633333333333
2017-07-31,8972, Sentinel 2,10,8841.6
2017-07-31,9059, Sentinel 2,5,8841.633333333333
2017-07-31,8716, Sentinel 1,6,8834.9
2017-08-01,8958, Sentinel 1,6,8830.033333333333
2017-08-03,8934, Sentinel 2,5,8824.833333333334
2017-08-03,8324, Sentinel 1,12,8801.833333333334
2017-08-06,8584, Sentinel 1,6,8798.533333333333
2017-08-07,9045, Sentinel 1,6,8812.5
2017-08-07,8890, Sentinel 2,10,8807.9
2017-08-10,8908, Sentinel 2,10,8819.766666666666
2017-08-12,8935, Sentinel 1,6,8815.466666666667
2017-08-13,8864, Sentinel 1,6,8827.766666666666
2017-08-15,9131, Sentinel 2,5,8836.3
2017-08-18,8782, Sentinel 1,6,8828.233333333334
2017-08-19,8688, Sentinel 1,6,8829.1
2017-08-20,8858, Sentinel 2,10,8848.533333333333
2017-08-24,8931, Sentinel 1,6,8869.033333333333
2017-08-25,8829, Sentinel 1,6,8861.9
2017-08-28,8504, Sentinel 1,12,8852.266666666666
2017-08-30,8651, Sentinel 1,6,8851.966666666667
