distance,20160917,20170816,20170927,20170929,20180718,20180817,20190721,20190831,20190915,20200622,20200720,20200924,20210601,20210608,20210805,20220604,20220913,20220914
0,,,,,962.5792236,957.9011841,960.1813965,,,,960.9991455,,,962.4089355,,,,
10,,,,,963.1308594,958.0053711,960.992981,,,,960.2634277,,,962.6621704,,,,
20,,,,,963.0617676,958.3710938,961.6225586,,,,960.585022,,,962.2279663,,,,
30,,,,,963.7924805,958.8700562,961.9467163,,,,960.1928711,,,962.5830688,,,,
40,,,,,963.6420898,959.3348999,961.914978,,,,960.2360229,,,962.9022217,,,,
50,,,,,962.3373413,960.2489014,962.1317749,,,,961.2374878,,,963.0373535,,,,
60,,,,,962.7032471,960.8790894,960.3173828,,,,961.7481689,,,963.081604,,,,
70,,,,,964.2628784,960.8967285,958.3331299,,,,960.7224121,,,963.6080322,,,,
80,,,,,961.0957031,960.567749,955.1762085,,,,955.8214722,,,964.4695435,,,,
90,,,,,960.6063232,960.7891235,961.2300415,,,,958.0428467,,,965.4318848,,,,
100,,,,,963.992981,959.8448486,961.664917,,,,960.3781128,,,966.0013428,,,,
110,,,,,965.2164917,959.7739868,961.432373,,,,960.8008423,,,966.1160889,,,,
120,,,,,964.9005737,960.3146973,962.6360474,,,,961.5540771,,,966.0146484,,,,
130,,,,,964.006958,958.6452026,962.4320068,,,,962.1410522,,,965.6062012,,,,
140,,,,,963.9067993,957.6732178,962.1260376,,,,962.2437134,,,964.2203979,,,,
150,,,,,963.9779053,958.4310303,961.8574829,,,,962.5142212,,,963.2374268,,,,
160,,,,,963.616394,958.5323486,962.414978,,,,963.4876099,,,964.5626221,,,,
170,,,,,963.2889404,958.5689087,962.8276367,,,,964.2091675,,,965.4071045,,,,
180,,,,,963.6878662,958.8956299,961.5125122,,,,963.4456787,,,965.1191406,,,,
190,,,,,963.4122314,959.2354736,961.0358276,,,,961.112793,,,965.0460205,,,,
200,,,,,962.9561768,958.8887939,961.5228882,,,,961.6466675,,,964.9174805,,,,
210,,,,,963.2433472,959.385376,961.480896,,,,962.0690918,,,964.7914429,,,,
220,,,,,962.4014893,959.3533936,961.4421387,,,,961.0030518,,,964.7601929,,,,
230,,,,,962.2089233,959.2225952,961.1744995,,,,960.8328857,,,964.8981934,,,,
240,,,,,961.4405518,957.3677368,961.0422974,,,,961.55896,,,963.5807495,,,,
250,,,,,961.3314819,954.2252197,961.005188,,,,962.2848511,,,962.2965088,,,,
