mid_date, v [m/yr], satellite, dt (days),rolling_avg
2016-02-01,3313, Sentinel 1,12,
2016-02-06,3318, Sentinel 1,12,
2016-03-13,3087, Sentinel 1,12,
2016-03-25,3122, Sentinel 1,12,
2016-04-18,3261, Sentinel 1,12,
2016-04-18,3178, Sentinel 1,12,
2016-04-19,3237, Sentinel 2,10,
2016-04-23,2946, Sentinel 1,12,
2016-04-28,3191, Sentinel 1,12,
2016-04-30,2825, Sentinel 1,12,
2016-04-30,3244, Sentinel 1,12,
2016-05-05,2991, Sentinel 1,12,
2016-05-10,3166, Sentinel 1,12,
2016-05-12,3236, Sentinel 2,10,
2016-05-12,3088, Sentinel 1,12,
2016-05-12,3223, Sentinel 1,12,
2016-05-17,3273, Sentinel 1,12,
2016-05-22,2983, Sentinel 1,12,
2016-05-24,3143, Sentinel 1,12,
2016-05-24,3156, Sentinel 1,12,
2016-05-29,3178, Sentinel 1,12,
2016-06-03,3388, Sentinel 1,12,
2016-06-05,3181, Sentinel 1,12,
2016-06-05,3190, Sentinel 1,12,
2016-06-11,3443, Sentinel 2,10,
2016-07-09,3159, Sentinel 1,12,
2016-07-11,3306, Sentinel 1,12,
2016-07-23,3382, Sentinel 1,12,
2016-07-28,3443, Sentinel 2,10,
2016-07-31,3457, Sentinel 2,10,3203.6
2016-08-09,3197, Sentinel 1,12,3199.733333333333
2016-08-21,3271, Sentinel 1,12,3198.1666666666665
2016-08-26,3333, Sentinel 1,12,3206.366666666667
2016-08-27,3377, Sentinel 2,10,3214.866666666667
2016-09-06,3391, Sentinel 2,10,3219.2
2016-09-09,3375, Sentinel 1,12,3225.766666666667
2016-09-14,3261, Sentinel 1,12,3226.5666666666666
2016-09-23,3296, Sentinel 1,6,3238.233333333333
2016-09-29,3427, Sentinel 1,6,3246.1
2016-10-05,3440, Sentinel 1,6,3266.6
2016-10-11,3303, Sentinel 1,6,3268.5666666666666
2016-10-13,3341, Sentinel 1,12,3280.233333333333
2016-10-14,3363, Sentinel 1,12,3286.8
2016-10-17,3399, Sentinel 1,6,3292.233333333333
2016-10-23,3407, Sentinel 1,6,3302.866666666667
2016-10-29,3331, Sentinel 1,6,3306.4666666666667
2016-10-29,3413, Sentinel 2,10,3311.133333333333
2016-11-16,3339, Sentinel 1,6,3323.0
2016-11-22,3415, Sentinel 1,6,3332.0666666666666
2016-12-10,3277, Sentinel 1,6,3336.1
