mid_date, v [m/yr], satellite, dt (days),rolling_avg
2016-02-18,1338, Sentinel 1,12,
2016-03-13,1873, Sentinel 1,12,
2016-03-25,1133, Sentinel 1,12,
2016-03-30,1326, Sentinel 1,12,
2016-04-16,1658, Sentinel 1,12,
2016-04-18,1673, Sentinel 1,12,
2016-04-19,1697, Sentinel 2,10,
2016-04-23,1255, Sentinel 1,12,
2016-04-28,1189, Sentinel 1,12,
2016-04-30,1489, Sentinel 1,12,
2016-05-02,1574, Sentinel 2,10,
2016-05-02,1574, Sentinel 2,10,
2016-05-12,1480, Sentinel 1,12,
2016-05-12,1673, Sentinel 2,10,
2016-05-12,1759, Sentinel 1,12,
2016-05-17,1430, Sentinel 1,12,
2016-05-22,1476, Sentinel 1,12,
2016-05-24,1392, Sentinel 1,12,
2016-05-24,1797, Sentinel 1,12,
2016-05-29,1254, Sentinel 1,12,
2016-06-03,1376, Sentinel 1,12,
2016-06-05,1484, Sentinel 1,12,
2016-06-05,1439, Sentinel 1,12,
2016-06-11,1655, Sentinel 2,10,
2016-07-28,1519, Sentinel 2,10,
2016-07-31,1490, Sentinel 2,10,
2016-08-04,1376, Sentinel 1,12,
2016-08-09,664, Sentinel 1,12,
2016-08-16,1252, Sentinel 1,12,
2016-08-27,1581, Sentinel 2,10,1462.5333333333333
2016-09-06,1599, Sentinel 2,10,1471.2333333333333
2016-09-07,1026, Sentinel 1,12,1443.0
2016-09-14,1317, Sentinel 1,12,1449.1333333333334
2016-09-23,1157, Sentinel 1,6,1443.5
2016-09-26,1311, Sentinel 1,12,1431.9333333333334
2016-09-29,1365, Sentinel 1,6,1421.6666666666667
2016-10-01,1496, Sentinel 1,12,1414.9666666666667
2016-10-08,1628, Sentinel 1,12,1427.4
2016-10-11,1491, Sentinel 1,6,1437.4666666666667
2016-10-13,1283, Sentinel 1,12,1430.6
2016-10-17,1626, Sentinel 1,6,1432.3333333333333
2016-10-23,1122, Sentinel 1,6,1417.2666666666667
2016-10-26,1409, Sentinel 1,12,1414.9
2016-10-29,1664, Sentinel 2,10,1414.6
2016-11-04,1318, Sentinel 1,6,1399.9
2016-11-06,1153, Sentinel 1,12,1390.6666666666667
2016-11-07,1398, Sentinel 1,12,1388.0666666666666
2016-11-10,1444, Sentinel 1,6,1389.8
2016-11-13,1774, Sentinel 1,12,1389.0333333333333
2016-11-19,1303, Sentinel 1,12,1390.6666666666667
2016-11-22,1370, Sentinel 1,6,1390.4666666666667
